masked,original
##했다는 거? 난 신경 안...,표절했다는 거? 난 신경 안 쓰는데...
조선족,조선족 혜택이 많더라
##들은 매번 어디 여름 되면 기어나오냐,이놈의 모기들은 매번 어디 있다가 여름 되면 기어나오냐
##귈 가치가 없었지,사귈 가치가 전혀 없었지
저런 다음엔 더 사람음 좋겠네,저런 다음엔 더 좋은 사람 만났음 좋겠네
놀던 여자가 엘리트 남자랑하는,놀던 여자가 엘리트 남자랑 결혼하는 경우 많더라
##로 생긴거 알아,요새 신조어로 생긴거 나도 알아
##한데 하고 놀까?,우리 심심한데 뭐 하고 놀까?
내 동생 한다고 닭살 한 박스더라,내 동생 다이어트 한다고 닭가슴살 한 박스 시켰더라
죽,뭐래 더워 죽겠구만
##을했다니...,성인이 고등학생을 성희롱했다니...
여자를 줬겠지,여자애가 여지를 줬겠지.
아직도 쟤 쳐 애들은,아직도 쟤 커버 쳐주는 애들은 뭐냐
그게 고통스러운지도 모르면서 어떻게 여성해줄 수 있겠어,그게 얼마나 고통스러운지도 모르면서 어떻게 여성한테 공감해줄 수 있겠어
꼭 그렇게 똑같은 당해야만 공감해줄 수 있는,꼭 그렇게 똑같은 일을 당해야만 공감해줄 수 있는 건 아니잖아
"근데 자기도 그런 상황에 처할 수 있고, 그게 얼마나 고통 줄을 능력이 생기겠지.","근데 자기도 그런 상황에 처할 수 있고, 그게 얼마나 고통스러운 줄을 알면 공감 능력이 생기겠지."
서로의 연인을 바꿔가며를,서로의 연인을 바꿔가며 데이트를 한다고?
##이냐 저건,뭔 희한한 프로그램이냐 저건
진짜 개 듯,진짜 개좋은 노래 많은 듯
이래서 정의 없는,이래서 정의 찾을 필요가 없는 거야
4050대 [UNK] 지지,4050대 왜 [UNK] 지지 함?
ㅋㅋ농담이고 눈이 무지해서 좋게어.,ㅋㅋ농담이고 나도 눈이 무지 선해서 좋게 봤어.
##을 대학이 어디있겠냐?,야 그럼 살아남을 대학이 어디있겠냐?
##은 좀했나?,폐교 드립은 좀 너무했나?
이번 올림픽을 마지막으로 은퇴,이 선수 이번 올림픽을 마지막으로 은퇴한대
말했 애 사냐?,저번에 말했던 애 뭐하고 사냐?
"법이 문까, 판사가 문까","법이 문젤까, 판사가 문젤까?"
헛소리를 하는 거야. 말도 소리를 하고 있어,무슨 헛소리를 하는 거야. 말도 안되는 소리를 하고 있어
##가 크다,키가 정말 크다.
,당연하지.
진짜 조금한 문제인아,그건 진짜 조금 민감한 문제인거같아
엄청 좋아하나보다 개종할.,엄청 좋아하나보다 결혼하려고 개종할 정도면.
지 없지.,지 돈만 쓰면 상관 없지.
##야하는데 선수들이 어딨는지네,공을 넘겨야하는데 선수들이 어딨는지 안보이네
쟤가 떡느니까 그렇지,쟤가 떡하니 가리고 있느니까 그렇지
아줌마 세우면 제가 못지잔아요,아줌마 거기에 차를 세우면 제가 못지나가잔아요
,아휴 상대를 말아야지
무슬림은 기본적으로 없는 사람에게 종교를 강요하지,무슬림은 기본적으로 종교가 없는 사람에게 종교를 강요하지 않습니다.
사형제도에 생각이,사형제도에 대한 생각이 어때?
꽃뱀이 아니라 성매매가는 안 해봤니?,꽃뱀이 문제가 아니라 성매매가 문제라는 생각은 안 해봤니?
성매매되어야 한다고.,성매매는 합법화되어야 한다고 생각해.
##까 ~ ~,안 속는다니까~~
고졸,고졸이 어때서그래
솔까춘하지 않냐?,솔까 나 정도면 괜춘하지 않냐?
남학생이 여선생 당했,남학생이 여선생한테 성추행 당했데
헉 많이했 최근에?하고?,헉 많이 피곤했었어 최근에? 야근하고?
야해봄?,야 너 키스해봄?
##보다 동양인이 더 것,백인보다 동양인이 더 하얀 것같아
[UNK] 죽는 거보다 죽는 게 더 느낌은 뭐지,[UNK]로 죽는 거보다 백신맞고 죽는 게 더 많은 느낌은 뭐지
옆구리 노리,저기서 옆구리만 노리잔아
너가 애가야?,아 너가 말한 애가 쟤야?
미간 보 맞으러 간다,나 이번에 미간 보톡스 맞으러 간다
##지 떡하니져 있는데 ㅋㅋㅋ,기대지 마세요 떡하니 써져 있는데 ㅋㅋㅋ
백신 사망 4억이라더니 푼도 준다며,백신 사망 보상금 4억이라더니 한 푼도 안 준다며
##려 하는 것도 이쯤되면 이해가 감,안 맞으려 하는 것도 이쯤되면 이해가 감
아시겠지만. 우리 딸 신장으로하시고 몸도셨잖아요.,아시겠지만. 우리 딸 신장으로 수술하시고 몸도 건강해지셨잖아요.
아니 그냥.든지 보신이라든지 시켜야하니까.,아니 그냥. 영양제라든지 몸 보신이라든지 시켜야하니까.
##라도 있잖아.,그래도 너는 부모라도 있잖아.
##야해야지,진구야 공부해야지~
##은 하지 않겠나?,중간은 가야 하지 않겠나?
##질도 일부,덕질도 삶의 일부지
옆 새로 온 사람 냄새 나,옆자리 새로 온 사람 담배 냄새 너무 나
나라도 돈 듯,나라도 그 돈 있으면 살 듯
불륜한테 남편 관리 잘하 사람들은 또 뭐냐 지금장이 무너지는 심정일텐데,불륜 피해자한테 남편 관리 잘하라는 사람들은 또 뭐냐 지금 억장이 무너지는 심정일텐데
[UNK] 탐라,[UNK] 탐라 보고 있다.
저깐해,저 여자는 너무 깐깐해
##러갈?,커피 마시러갈래?
너는 이쁘다는 못해서 꼭 그렇게 삐뚤하더라,너는 이쁘다는 말을 못해서 꼭 그렇게 삐뚤게 말하더라
한에 맞으러 가려고,한의원에 침 맞으러 가려고
,과제 하기 싫다
이짤녀 진짜,와 이짤녀 진짜 예쁘다
##만 보이나보네 ㅋㅋ,넌 그런걸만 보이나보네 ㅋㅋ
##한 여자들 섹시하지 않아,문신한 여자들 섹시하지 않아?
한 번겨보고싶다,한 번 사겨보고싶다
할배요 정력 드시는,할배요 정력제 뭐 드시는교
업소에 크게.,오늘 업소에 크게 실망했다.
##비똥 매장 다됐네,루이비똥 매장은 다 세련됐네
ㅋㅋ왜 아파트 현관 번호키한다고 하지 않았어? ㅋㅋ,ㅋㅋ왜 이번에 아파트 현관 번호키 시스템 도입한다고 하지 않았어?ㅋㅋ
그렇게 말하자면 흙이 섭취 불가한.,그렇게 말하자면 모든 흙이 섭취 불가한 건 아니지.
안 재 잘 아마 에프,안 재봐서 잘 모르겠는데 아마 에프?
키크 좀 가독 떨어지 함,키오스크 좀 가독성이 떨어지긴 함
다 손님인데 생각도 키크를 만들어야지,다 손님인데 매출 생각도 하고 키오스크를 만들어야지
##였구나 그런거면 이해한다!,아 ㅋㅋ 그런거였구나 그런거면 이해한다!
##데의 개가 계속 짖고 있어서 일어났다.,자는데 앞집의 개가 계속 짖고 있어서 일어났다.
진짜 없어서 거,진짜 없어서 못사는 거거든
너같은 학벌는 없어져야 함,너같은 애들 때문에 학벌주의는 없어져야 함
5살 섹시 맞냐?,5살 애한테 섹시라는 말이 맞냐?
##의 재활용 또네.,식당의 반찬 재활용 또 걸렸네.
식당 김치찌개는 다 재활용일 것 같아 못먹,식당 김치찌개는 다 재활용일 것 같아  못 시켜먹잖아.
[UNK] 처럼 하나하나 돈 지불하게 하면 안하겠지,[UNK]처럼 반찬 하나하나 돈 지불하게 하면 재활용 안하겠지.
와 아니 뉴스어? 길고양이 한테 기름 부,와 아니 뉴스 봤어? 길고양이 한테 기름 부은 사람
##녀왔어?,추석에 어디다녀왔어?
그냥 둘 다 동시에 ~,그냥 둘 다 동시에 사과하고 끝내~
대 ~ 50작! 남자주인 보는 재미 완전 기대됨,대~박 50부작! 남자주인공 보는 재미 완전 기대됨
돈 사람들이 너무 많다,요즘 돈 쉽게 버는 사람들이 너무 많다
솔까 서양에보면 동아시아인들 중 [UNK]이 외모론 제일 먹어줌.,솔까 서양에 나가보면 동아시아인들 중엔 [UNK]인이 외모론 제일 먹어줌.
,당연하지.
어디가서 그딴,어디가서 그딴말 절대 하지마
난타먹고 빨리 ㅋㅋㅋ,난 벌써 단타먹고 빨리 쨈 ㅋㅋㅋ
오빠하고 술먹고 넘길듯!,오빠 나 친구들하고 술먹고 자정 넘길듯!
아이 참할만한 그런 술자리 오빠,아이 참 의심할만한 그런 술자리 아니야 오빠!
##데 깨워,자는데 왜 자꾸 깨워
그러면 경찰이나해야지,그러면 경찰이나 시청에 신고해야지
[UNK] 라는를 보니까 좌파는 나쁜 사람들,[UNK]라는 사이트를 보니까 좌파는 나쁜 사람들 같던데?
##을도 난리야.,칭찬을 해줘도 난리야.
##ㅋ가 정말,ㅋㅋㅋ 보기가 힘들다 정말
##하지도 않는 거 유난 떨지마,얼마하지도 않는 거 가지고 유난 떨지마.
##가 장관이라고,가을 억새가 장관이라고?
같지도 않은데 뭘 장관이라 하는 거냐?,별로 장관 같지도 않은데 뭘 보고 장관이라 하는 거냐?
너 안 예쁠 수에게는 장관일 수도 있다,너 눈에는 안 예쁠 수 있지만 누군가에게는 장관일 수도 있다
아빠 먹었데 너 먹어봄?,우리 아빠 오늘 보신탕 먹었데 너 먹어봄?
페드립은 치면 친한 사이,그래도 페드립은 치면 안되지 친한 사이라도
안 당할려면 결혼 전에에 퐁퐁 풀면 된다,설거지 안 당할려면 결혼 전에 욕조에 퐁퐁 풀면 된다.
컴퓨터 배경화면 에 애니메이션 여자 해거 보면 짜증나,컴퓨터 배경화면 에 애니메이션 여자 해놓는거 보면 짜증나지않냐 ?
##인들을 섬짱깨라고 하는 거야,대만인들을 섬짱깨라고 하는 거야?
,그게 뭔데?
##해야될 니 인생이다,걱정해야될 건 니 인생이다
고급 공무원이라고 부모가하고 다녔을,아들이 고급 공무원이라고 부모가 자랑하고 다녔을 거잖아
요새 학교으로 나락가는경우가 너무많은아 또 누가터지려나,요새 연예인들 학교폭력으로 나락가는경우가 너무많은거같아 또 누가터지려나
말아먹었다,나 사업 말아먹었다.
##으니까 열 좀 그만 내라.,야야 알았으니까 열 좀 그만 내라.
여대,너 여대 다니지?
,응 왜?
##적으로 생각해야,긍정적으로 생각해야 이루어지지
야 아직도 시골 푸세식 쓰는 곳이,야 아직도 시골에는 푸세식 쓰는 곳이 있다며?
##면 얼굴에 책임져야더니 …,나이들면 자기 얼굴에 책임져야 한다더니…
애들건데 막 나도 사고진다ㅋㅋ,애들건데 막 나도 사고싶어진다니깐ㅋㅋ
##한의네. 몇명이나 만나봤길래?,성급한 일반화의 오류네. 몇명이나 만나봤길래?
다들 죽어있냐,다들 왜 이렇게 기가 죽어있냐
그 크기면 나였어도 죽었어,그 크기면 나였어도 기 죽었어
정부 흔적남기기 낡은 아파트 1동만 덩그러니 남겨,정부 흔적남기기 사업으로 낡은 아파트 1동만 덩그러니 남겨졌어
,그런걸 왜보냐
,맘대로 해
##한번고싶다,나 강남한번 가보고싶다
,왜?
밤마다이 너무 먹고 싶어.. 근데 안까 봐 걱정,밤마다 야식이 너무 먹고 싶어.. 근데 건강 안 좋아질까 봐 걱정
그래서 안 먹을 거다.. 싶다 거지,그래서 안 먹을 거다.. 근데 먹고 싶다는 거지
[UNK]원장 [UNK]했.,[UNK] 선대위원장 [UNK] 합류했대.
키크 별로,나는 키오스크 별로더라
장애인이나에 배려도 없어,장애인이나 노인들에 대한 배려도 없어
돈은 얼마든지 줄테니 작업,돈은 얼마든지 줄테니 작업해..
? 진짜 석산줄,그런가? 난 진짜 석산줄 알았는데
##는 정신 나간 사람이 같아,세상에는 정신 나간 사람이 많은것 같아
뉴스 보면 맞으면 당장날 것 겁나,뉴스 보면 백신 맞으면 당장 큰일날 것 같아서 겁나
[UNK] 이으로 돈 거 이미 [UNK] 넘,[UNK]이 랩으로 돈 버는 거 이미 [UNK] 넘었어요
업어느라 늙었어?,나 업어 키우느라 이렇게 늙었어?
성격 자체가 쏘,성격 자체가 쏘 러블리ㅠㅠ
[UNK]J들 이제와서 다 몰려가네,[UNK] 출소하니깐 BJ들 이제와서 다 몰려가네
##신 봤냐?,저 영화 베드신 봤냐?
니가 위만고까 자괴감이 들지,니가 위만 쳐다보고 사니까 자괴감이 들지.
##스가 다 똑같은 오렌지인데 뭐 얼마나 맛있겠냐,오렌지주스가 다 똑같은 오렌지 주스인데 뭐 얼마나 맛있겠냐
"##신 우리말 좀 올바르게 쓰자는건데, 이게 그렇게 잘못됐음?","세종대왕이 만드신 우리말 좀 올바르게 쓰자는건데, 이게 그렇게 잘못됐음?"
감옥에 드가는 여자,저기 감옥에 드가는 여자봐봐
못해도 남자는 거 없다,결혼 못해도 남자는 아쉬울 거 없다.
왜? 할매가 뭘,왜? 할매가 뭘 했다고 그래?
근데 쟤가 속옷 할 몸이 되냐,근데 쟤가 속옷 모델 할 정도의 몸이 되냐?
사람을 안 하면 뭘로할 건데?,사람을 돈으로 평가 안 하면 뭘로 평가할 건데?
어차피 것들이 왜 열은 올려.,어차피 안 될 것들이 왜 그리 열은 올려.
아 너가 좋아하는이한테 크게 발렸더라 ㅋㅋ,아 너가 좋아하는팀이 라이벌 팀한테 크게 발렸더라 ㅋㅋ
##들 많이 먹을 수 있는 부러워,먹방 유튜버들 많이 먹을 수 있는 거 부러워
##이네,진짜 천상 아이돌이네
##으세요. 그거 나중에 걸리기라도 하면 어떡하시게요.,약 좀 끊으세요. 그거 나중에 걸리기라도 하면 어떡하시게요.
[UNK] 이 저 확 끌대잖아,[UNK]이 저 웹툰 제목 확 끌린대잖아
지잡대 나와서 9급 공무원해보겠다고째하는데만 하고 안 움직여서 살쪘다..,지잡대 나와서 9급 공무원해보겠다고 4년째 공부하는데 먹기만 하고 안 움직여서 살쪘다..
##도 아니고을 4년?,사법시험도 아니고 9급을 4년?
돈 필요한테카 몰래써야,아 돈 필요한테 엄카 몰래써야 하나
채팅AI 혐오 쓰게 하는 게인 사람이,채팅AI 혐오발언 쓰게 하는 게 목적인 사람이 있네
걔는 저작권 지켜달라 정작 자기는 불법으로 사용하네ㅋ,걔는 웹툰 저작권 지켜달라면서 정작 자기는 불법으로 사용하네 ㅋㅋㅋ
##은 잘 나오겠지,내일 성적은 잘 나오겠지?
##리같아.,넌 롤리팝같아.
~하고스러워서?,오~달콤하고 사랑스러워서?
진짜 악플 좀 심하게 받아야돼,진짜 악플은 처벌 좀 심하게 받아야돼
악플때메 [UNK]히 애들이 너무 많아ㅜ,악플때메 [UNK]처럼 불쌍히 죽는 애들이 너무 많아ㅜ
그래 근데 너무 블랙컨머처럼 말라는야.,그래 근데 너무 블랙컨슈머처럼 그러지 말라는 뜻이야.
자르고 싶다,머리카락 자르고 싶다 ㅠㅠ
##하는 허쉬 할까?,요새 유행하는 허쉬컷 할까?
##지ㅋㅋㅋ 엄마키 훔쳤다며,봣지ㅋㅋㅋ 엄마차 차키 훔쳤다며
##해서 그런가 가슴 엄청 커,생리해서 그런가 나 가슴 엄청 커짐
##하다가 허리크 걸렸다,공익하다가 허리디스크 걸렸다.
##었는데 하면 내가 기분이 참 좋겠다?,가족이었는데 그런 말 하면 내가 기분이 참 좋겠다?
근데 중국이 아니라 지구가 자체적으로 정화작용하는 하는 썰도,근데 중국 탓이 아니라 지구가 자체적으로 정화작용하는 거라고 하는 썰도 있음
여자들은 밤 뭐가고 난리인지어,여자들은 밤길이 뭐가 위험하다고 난리인지 모르겠어
##신 그렇게 어려운 일인가,회신하는 게 그렇게 어려운 일인가
##신 느리거나 안 하는 사람들 싫,나도 회신 느리거나 안 하는 사람들 싫더라
남녀 나눠서 시간에 자기나 했으면,남녀 나눠서 싸울 시간에 자기계발이나 했으면
##으면 좋겠다,빨리 코로나 끝났으면 좋겠다
장래희,장래희망이 뭐야?
돈 사람은 살면 안?,돈 많은 사람은 [UNK] 살면 안 되냐?
너 진짜 페미 묻,너 진짜 페미냐고 묻잖아 지금
햄스터 키우는 딱 자기랑 얼굴이네 가끔 보면 진짜 웃기던데,햄스터 키우는 애들 보니까 딱 자기랑 같은 얼굴이네 가끔 보면 진짜 웃기던데
아니야 관상은 법칙이 과학적으로 증명 된건데 함부로 남보고 깎아지,아니야 관상은 법칙이 아니라고 과학적으로 증명 된건데 함부로 남보고 깎아 내리지 말자
"그냥 집앞에 던져놓고 다 터지고, 그래서는데 적반하장이잖아.","그냥 집앞에 던져놓고 갔는데 음식 다 터지고, 그래서 따졌는데 적반하장이잖아."
이래서 열심히 안되는게야,이래서 아무리 열심히 해도 안되는게 있다는거야
##머리에서 안 나니까 저걸 저렇게네,ㅋㅋ머리에서 안 나니까 저걸 저렇게 기르네.
싶었지만 사정했겠지.,키우고 싶었지만 사정상 포기했겠지.
,네?
지네로 담궈 건강해짐,지네로 술을 담궈 먹으면 건강해짐?
##보 같기도 하고,몰라 플라시보 같기도 하고
50대 운동권만 봐도적이잖아,지금 50대 운동권만 봐도 엄청 민족주의적이잖아
어쩐지 요즘 서울역 애들이 널렸,어쩐지 요즘 서울역에 젊은 애들이 널렸더라
##값 것도 없으면서 무슨,담배값 보태주는 것도 없으면서 무슨
##등바보려는 서민만 힘드네요,아등바등 살아보려는 서민만 힘드네요
여자는 저렇게 행동,저 여자는 왜 저렇게 행동할까
너을 때렸,너 초등학생을 때렸니?
##지 못한 걸 좋아하는 거 같아,사람들은 자기가 가지지 못한 걸 좋아하는 거 같아
,제정신이야?
,아니 그냥 궁금해서
##만 하니까 받았겠죠,받을만 하니까 받았겠죠.
##박왔지,차박 갔다왔지
다데 [UNK]버니는거 보단 섹시한 거 좋아할걸.,다 예쁜데 [UNK] 오라버니는 예쁜거 보단 섹시한 거 좋아할걸.
아직 시집 안 간 처년 야한 좀 피하자.,나 아직 시집 안 간 처년데 야한 말은 좀 피하자.
맞아 순대 먹는 거 꼽아,맞아 사실 나도 순대 먹는 거 손에 꼽아
어차피 순대 위생 썩었어도 상관 듯,어차피 순대 위생 썩었어도 우리랑은 상관 없는 듯
##끼리 협박하고,친구끼리 협박하고 그러면 안돼
내 여친 쉬 배 나옴,내 여친 운동 좀 쉬었다고 배 나옴
그니까 이렇게 아무 일 없이 넘어갈 줄이야 생각은 1도 없는,그니까 이렇게 아무 일 없이 넘어갈 줄이야 피드백 할 생각은 1도 없는 듯
,운동하는 거야
,저 여자 봐
사람이위원이야?,저 사람이 심사위원이야?
동남아들은성 문제 때문에 타기 찜찜해,근데 동남아 항공기들은 안정성 문제 때문에 타기 찜찜해
##만 해도니 무슨 항공기 추락 사고 않았나?,올해만 해도 인니 무슨 항공기 추락 사고 있지 않았나?
기본적으로 문제니까 다 거기,기본적으로 관리 문제니까 다 거기서 거기겠지
유기견이지고대,유기견이 많아지고 있대
화치기 하자 사람이값 내기다,화투치기 하자 진 사람이 술값 내기다
너 그렇게 꾸물가값 되겠다,너 그렇게 꾸물대다가 술값 내게 되겠다
요즘 정치가 독재로고대,요즘 일본 정치가 독재로 흘러가고 있대
넌 쟤를 왜그렇게 싫어 얼굴 너무해 ㅠ,넌 쟤를 왜그렇게 싫어해ㅠㅠ 얼굴 가지고 너무해 ㅠ
씨 포트폴리오야,이게 [UNK]씨 포트폴리오야?
수준으로실로 가고 싶다는건가?,이 정도 수준으로 디자인실로 가고 싶다는건가?
선배 희롱 기분,선배 그런 희롱 기분 나빠요
왜 [UNK] 인들은 까지와서 성형수술을,왜 [UNK]인들은 [UNK]까지와서 성형수술을 하는거냐?
이 사람 아직 살아있는 구급차 부를,이 사람 아직 살아있는데 구급차 부를까요
나중에 피눈물릴려고. 한으로 남는다 나중에,나중에 얼마나 피눈물 흘릴려고.. 한으로 남는다 나중에
[UNK] 가국가라는 가정하에 너희는 1억 주는 대신 가라고 하면 갈거야,[UNK]가 관광국가라는 가정하에 너희는 1억 주는 대신 여행 가라고 하면 갈거야 ?
무슨도못하냐?? 그냥 재미 한번본거가지고 왤케 날을 세우는거임,무슨 질문도못하냐?? 그냥 재미삼아 한번 물어본거가지고 왤케 날을 세우는거임
##지 되었다고 또 새야?,바꾼지 얼마나 되었다고 또 새 차야?
차사는것도 무리 그 차는 분수에 안맞는거,현실적으로 차사는것도 무리고 그 차는 분수에 안맞는거 같아
한국에 머무르면 안될 운명,나는 한국에 머무르면 안될 운명이야
이번에있는데 한번 해볼래?,이번에 좋은 정보있는데 주식 한번 해볼래?
노인이라 봐 거 없이 다 처리해야돼,노인이라 봐 주고 그런 거 없이 다 법대로 처리해야돼
만들기 진짜 개,아 만들기 진짜 개 힘드네
어 지금로 한 개세네,어 지금 과제로 한는데 개 빡세네
왜 저런 뜨 남인들이 저렇게 많은지..,왜 저런 일로 뜨는 남연예인들이 저렇게 많은지..
이렇게 비오는날에 한대면 우울증 다 사라져봐 ~,이렇게 비오는날에 담배 한대 피면 우울증 다 사라져 펴봐~
응 빡데 가서이 있어,응 좀 빡센데 가서 자부심이 있어
넌있어? 없는 사람,넌 종교있어? 요즘 없는 사람 없던데
기독교 사이비 종교야. 오해하지 말아줘,그건 기독교 아니고 사이비 종교야.. 오해하지 말아줘
죄 지어서 한 번 마녀사냥 쩔잖아,우리나라는 죄 지어서 뉴스 한 번 나면 마녀사냥 쩔잖아
,멋져요!
,아니 그건 좀
아 치고 했음 좋겠다,아 제발 시험 치고 비대면 했음 좋겠다
인정나가 개음,인정 학교나가기 개 귀찮음
개 멀단,나도 우리집 개 멀단 말이야
너 벌레었다,너 몸에 벌레 뭍었다.
좀 잘먹어. 몰골이 아니야.,밥 좀 잘 챙겨먹어. 몰골이 말이 아니야.
##이 없어.거 좀라.,입맛이 없어. 맛있는거 좀 사주라.
아 부럽다...야하는데,아 부럽다... 난 군대가야하는데
##도리 먹고 싶다 ㅎㅎ,닭도리탕 먹고 싶다 ㅎㅎ
사람으로써 찬성이다 살기는하냐?,경기도 사람으로써 찬성이다 경기도에 살기는하냐?
자기가 돈 벌어서 사 데주지도 거면서,자기가 돈 벌어서 사겠다는 데 보태주지도 않을 거면서
아 졌,아 또 졌네
##사로 죽는 남자들이졌,고독사로 죽는 남자들이 많아졌대
와골,와 [UNK] 데뷔골!
정신도 폼 올라온 듯.,요새 정신도 차리고 폼 좀 올라온 듯.
##에다 머리도 돈도니...,미남에다 머리도 좋고 돈도 많다니...
하... 그럼 일찍 거? ㅎㅎ,하... 그럼 일찍 나와야 하는 거 아닐까?ㅎㅎ
지들 여친 단방에 뿌리는 남자들 보면 진짜 없어,지들 여친 사진 단톡방에 뿌리는 남자들 보면 진짜 할말이 없어
왜 누가 근데 나도 꽂 그것만데 질릴때까지,왜 누가 근데 나도 하나에 꽂히면 그것만 듣는데 질릴때까지
,잘 모르겠는데
너랑 나랑 외모 설마... 너도?,너랑 나랑 외모는 비슷한데 설마...너도?
그래서 내가 널해주는,그래서 내가 널 이해해주는 거야.
난 정말 순수하게 남사친이랑 그냥 한 번 가진 것 뿐인데 왜 났지,난 정말 순수하게 남사친이랑 그냥 술자리 한 번 가진 것 뿐인데 왜 화가 났지ㅜㅜ
노숙자 중에 사업 크게 말아먹은,노숙자 중에 사업 크게 하다가 말아먹은 사람이 많음
##조는 예상대로 중국이랑 베트남 하위네,B조는 예상대로 중국이랑 베트남이 하위권이네
##도 해 주나 봐,그러게 리필도 안 해 주나 봐
,나는 아니야 왜이래
엌ㅋㅋ나만 줄 자괴감. 당연한 거였네?,엌ㅋㅋ나만 그런 줄 알고 자괴감 들었는데. 당연한 거였네?
,제정신이야?
너 조센징 의미,너 조센징 의미 뭔지 몰라?
진짜 싶지 않음?셋 하고 싶음,진짜 돌아가고 싶지 않음? 인생 리셋 하고 싶음
[UNK] 하네,[UNK] 축구 잘 하네
요즘 개 소리 때문에자,요즘 개짖는 소리 때문에 잠을 못자
##ㅋ함?,ㅋㅋㅋ너 입원함?
트 거 개빡치지,에어컨 트는 거 개빡치지 않냐
,무슨 소리?
내가 가지를 맛좀 봐볼래?,내가 가지로 요리를 했는데 맛좀 봐볼래?
가지는면물거리는 느낌때문에 가지를 안좋아,가지는 익히면 흐물거리는 느낌때문에 가지를 안좋아해
##에거라 흐물거리지 않아서 먹을만 할거야,이거는 오븐에 구운거라 흐물거리지 않아서 먹을만 할거야
여자들은 한번에않고 빙빙돌려서까?,여자들은 왜 한번에 말하지않고 빙빙돌려서 말할까?
쟤 여친이랑 바다 걸려며 ㅋㅋㅋㅋㅋㅋ,쟤 여친이랑 바다 갔다가 코로나 걸려 왔다며 ㅋㅋㅋㅋㅋㅋ
저 엄마는 기저귀,저 엄마는 식당에서 기저귀를 가네
우와 여기에 놈도 있네,우와 여기에 악플다는 놈도 있네
사회경제적으로 사람들인가?,사회경제적으로 취약한 사람들인가?
##려서 저렇게 노래 못할,난 떨려서 저렇게 노래 못할듯
일제시대 [UNK] 정부가그렇게 끌려다니지,일제시대 [UNK] 문제에 정부가 왜그렇게 끌려다니지?
아니야 그거는 그 지도층이라는 사람들이뚱땅한거라 무효야,아니야 그거는 그 때 지도층이라는 사람들이 얼렁뚱땅 합의한거라 무효야
도대체 늙은 할아버지 할머니가 어떻게 저 높은 절벽?,도대체 늙은 할아버지 할머니가 어떻게 저 높은 절벽에서 떨어진거야?
그럼 제가 일부러 모시고 가서 두 분을 밀기라도 했다는,그럼 제가 일부러 모시고 가서 두 분을 밀기라도 했다는 말인가요?
갑자기을 간 것도 절벽에 선 것도해.,갑자기 산을 간 것도 위험한 절벽에 선 것도 어색해.
두분이 저를 못해 하신 건 사실이지만 죽이고 싶을 만큼 미운 건습니다.,두분이 저를 못 마땅해 하신 건 사실이지만 그렇다고 죽이고 싶을 만큼 미운 건 아니었습니다.
맛 보는,유치한 맛에 보는 거야
##를 것,하루종일 배부를 것 같아
저 연예인은 수술한게 진짜 저렇게 태어난 ㅠ 사람들이 성형 하네,저 연예인은 수술한게 아니라 진짜 저렇게 태어난건데 ㅠ 사람들이 성형했다고 하네
인게임 에서 하면 뛰어 내리라고 생명은 소중한거야 친구야,인게임 에서 신고 하면 될걸 뛰어 내리라고 하냐 생명은 소중한거야 친구야
##상한 사람한테 뭐라그래,니는 왜 맘상한 사람한테 뭐라그래
문가 울릴까?,이 문 열면 경보가 울릴까?
국회의원 개꿀직업,솔직히 국회의원 개꿀직업인거같음
비키니는 꼭 마른 사람만 입 된다는 법,비키니는 꼭 마른 사람만 입어야 된다는 법 있어?
##도 이틀야지,잔소리도 하루 이틀이어야지
,내 여자친구 말이야
이 사람 쩌는데 여대생이라는 이유로 취업같은데 이게?,이 사람 스펙 쩌는데 여대생이라는 이유로 취업 안되는거같은데 이게 맞아?
##지,당분간 움직이지 마십시오
진실을버렸으니 처리해,진실을 알아버렸으니 서둘러 처리해.
##잤?,어제 잘잤어?
아니 어제 그 드라마행 밤 꼴딱어,아니 어제 그 드라마 정주행하느라 밤 꼴딱 샜어
그 진짜 킬용으로 딱이더라,그 드라마 진짜 킬링타임용으로 딱이더라
##하고한 느낌내야서 그런듯,악찰하고 처절한 느낌내야서 그런듯
경상도 남자가 그러는 건 텐데,모든 경상도 남자가 그러는 건 아닐 텐데?
놈이 엄마보고라고 해,어떤 놈이 엄마보고 아줌마라고 해?
,왜 그러는데?
인생도 참 불쌍,내 인생도 참 불쌍하지.
오우검 챙겨라ㅋㅋㅋ,오우야 방검복 챙겨라ㅋㅋㅋ
##해주는데 너무 꼬 거 아냐?,진심으로 위로해주는데 너무 꼬인 거 아냐?
##가 잘서요.,신호가 잘 안보여서 그랬어요.
빻은,저게 빻은 거라고?
저기 있는 [UNK] 거지,저기 있는 [UNK] 말하는 거지?
##서시다가 굴러 넘어지셨.,산에서 내려오시다가 굴러 넘어지셨어.
##줘도 하네,장단 맞춰줘도 뭐라고 하네
##하냐? 유익하고만 뭔 소리 ㅋㅋㅋ,뭐래 보고 이야기하냐? 유익하고만 뭔 소리 ㅋㅋㅋ
정치인들은 놈들이 못된다,정치인들은 믿을 놈들이 못된다.
##구역 줄 알았어 내가 잘 봤네,금연구역인 줄 알았어 내가 잘 못 봤네
##들도 인권이 있으니 막말 하지,흡연자들도 인권이 있으니 막말은 하지 말자
내 친구 군의관한테 수술받았다가 장애,내 친구 군의관한테 수술받았다가 손가락 장애 얻었잖아
