masked,original
그런 모욕마저는 것이 바로라이 정신이지,그런 모욕마저 참고 견디는 것이 바로 사무라이 정신이지
"사람 거 싫고, 서서 수도 있으니까. 다리잖아","사람 많은 거 싫고, 서서 갈 수도 있으니까. 다리 아프잖아"
##했다고 그러냐?,얘가 자숙했다고 누가 그러냐?
자숙은 무슨 그냥 거지.,자숙은 무슨 그냥 잠적한 거지.
이걸 사람이라고 시험,이걸 사람이 풀라고 낸 시험인가
프로 좀비 밖에 없노,티비 프로 좀비 예능 밖에 없노
##치 당했다,새치 당했다면서?
다음엔 누굴지 잘까?,다음엔 누굴 뽑아지 잘 해줄까?
##알도 없는 거 왜 끼고 다님?,안경알도 없는 거 왜 끼고 다님?
"나는 남자랑 좀 더 진도를 나가고 싶은데, 방법을 몰라서이야","나는 남자친구랑 좀 더 진도를 나가고 싶은데, 방법을 몰라서 고민이야."
까진,그정도 까진..
오빠 저 [UNK],안녕 오빠 저 [UNK]에요.
야만이니,야 이게 몇년만이니?
니가어 미치는 알았어,니가 보고싶어 미치는줄 알았어.
넌머리가 없냐,넌 왜 이렇게 인정머리가 없냐
저 방송은가 넘,저 방송은 한지 2주가 넘었네
안고 해도 반찬,안 먹는다고 해도 맨날 반찬 보낸다
야만줘라,야 나 백만원만 빌려줘라
,일하기 싫다
##도 하고 얼굴도 예쁘고...,[UNK] 노래도 잘 하고 얼굴도 예쁘고...
아 그 나이에 돈 거 솔직히긴 하다 자괴감 오네,아 그 나이에 그 돈 버는 거 솔직히 부럽긴 하다 자괴감 오네
혹시 장래희망이?,넌 혹시 장래희망이 뭐야?
##망은 의사야.,내 장래희망은 의사야.
,안타깝다ㅋㅋ
쿠키라더니 알고 보니 방부제 쿠키,유기농 쿠키라더니 알고 보니 방부제 쿠키였대
##련가,진짜 그러련가?
##박이야? 안들어가?,오늘도 외박이야? 집에 안들어가?
,옳다!!
낙태해야해,낙태는 전면 찬성해야해
##지?,곱창 맛있지 않냐?
##서 끼,답답해서 못 끼겠어요
##서하는거지?,너보다 이뻐서 질투하는거지?
돈 게라는 생각은 들어..,돈 보는 게 잘못이라는 생각은 안 들어..
그래 너 살고 살면 거지 ~,그래 너 살고 싶은 대로 살면 되는 거지~
,ㅋㅋ 고맙다!
게 못하는,안하는 게 아니라 못하는 거겠지
##해서 돈 받고 입양시킨다는 봄?,냥줍해서 돈 받고 입양시킨다는 글 봄?
"임용고시 또어, 부모님한테 미안해서 어떻게 얼굴?","이번에 임용고시 또 떨어졌어, 부모님한테 미안해서 어떻게 얼굴 봐?"
낮에 카페가면 애딸 아줌마밖에임?,낮에 카페가면 왜 애딸린 아줌마밖에 없는거임?
[UNK] 3가,[UNK]는 3까지가 좋았다
어머니가면시겠어,어머니가 아시면 얼마나 슬프시겠어
헉.. ㅋㅋ그래도 심한 거 한번 잘야지,헉..ㅋㅋ그래도 그건 심한 거 같은데 한번 잘 말해봐야지
,난 걍 만나
접대 예약할까요?,고객 접대는 어디로 예약할까요?
키 큰 알아서 관심까 과묵 거 같네,키 큰 애들은 알아서 관심 받으니까 과묵한 거 같네
일본 물에 잠기고 진가?,일본 점점 물에 잠기고 있다는데 진짠가?
##들 사지 입양하자,강아지들 사지말고 입양하자
아주 나이네겠다,아주 나쁨이네 조심해야겠다
누구의 자자는게,누구의 자잘못을 따지자는게 아니야
그 친구는을 때부터 가난하게 자라서었.,그 친구는 어렸을 때부터 가난하게 자라서 힘들었대.
##하게 키워주신 부모님께하다는 생각이 들더라.,날 풍족하게 키워주신 부모님께 감사하다는 생각이 들더라.
너 같은에 그렇게 생겨서 어떡해?,너 같은 사무실에 그렇게 불편한 사람이 생겨서 어떡해?
오늘 진짜 살인,와 오늘 날씨 진짜 살인적이다
남자는 시간만 나면 베트남으로 가.,그 남자는 시간만 나면 베트남으로 여행을 가더라고.
헬조선 헬조선거리 코로나는 국뽕 국뽕거림,언제는 헬조선 헬조선거리더니 코로나 이후에는 국뽕 국뽕거림
너네집 가훈이,너네집 가훈이 뭐야?
,부럽냐?
,오늘 뭐해?
생각이 없어.,난 너랑 놀 생각이 없어.
##게도 공부는 쟤가이래,그런데 놀랍게도 공부는 쟤가 1등이래
넌이 그거 밖에,넌 옷이 그거 밖에 없어?
이 옷 것,이 옷이 많은 것 뿐이야
자살을,군대에서 왜 자살을 하니
##려 노인들에게 확대해도 되겠어,출산장려정책을 노인들에게 확대해도 되겠어
무슨 엄마를한다고 그러냐?,내가 무슨 우리 엄마를 학대한다고 그러냐?
일진 틱톡 무조건?,요즘 일진들은 틱톡 무조건 한다며?
바다 갔을 때 사진 찍 패디큐 칠!,바다 갔을 때 사진 찍으려고 패디큐어도 칠했어!
"##더니 더 강조되네,이 더 예쁘겠다.","그림 그렸더니 더 강조되네, 닭발이 더 예쁘겠다."
그러는 네은? 발이 어딨어.,그러는 네 발은? 세상에 예쁜 발이 어딨어.
##야날 소릴하고 있어,그거 범죄야 큰일날 소릴하고 있어
들었어 저 신입 낙하산,들었어? 저 신입 낙하산이래
##지,그니까 완전 그래야지
##랑 해야지,결혼은 외국인이랑 해야지~
MB가 신뢰도가 얼마나 낮은인데 그걸 삼냐,MBTI가 신뢰도가 얼마나 낮은 검사인데 그걸 기준으로 삼냐
내 여친은 많이하고도 좋은데 왜 다낭성 있는지,내 여친은 운동 많이하고 몸매도 좋은데 왜 다낭성 있는지 모르겠음
모텔 전체에를 설치한 놈들이.,모텔 객실 전체에 카메라를 설치한 놈들이 있어.
연쇄살인범 [UNK] 에세이도다,연쇄살인범 [UNK] 옛날에 에세이도 썼다더라
"와, 저 연예인 진짜고스럽게 생겼다","와, 저 연예인 진짜 예쁘고 사랑스럽게 생겼다."
팀플하는데 후배 애들이 다 해줘 꿀빨,팀플하는데 후배 애들이 다 해줘서 꿀빨았다.
운동 팔이,운동 너무 해서 팔이 아파
##도 알.,심지어 외국인들도 알더라.
거기할 조심,거기 운전할 때 조심해
어이 어깨 쳤으면 하고 가야지,어이 어깨 쳤으면 사과를 하고 가야지
형 누나한테 존 쓰냐? 그냥 편하게 않음?,형 누나한테 존댓말 쓰냐? 그냥 편하게 말하지 않음?
##을 수가,도저히 끊을 수가 없어
,운동 갈꺼야
너는 여드름 이나 감춰,너는 여드름 자국 이나 좀 감춰.
##석은배려석인거 아냐?,임산부 배려석은 여성배려석인거 아냐?
,무슨 소리야?
테러 세계의,테러는 전 세계의 문제야
나랑자는?,나랑 싸우자는거야 지금?
##한 난민들 중에 여성은 없,이번에 도착한 난민들 중에 여성은 없데
##하면 300만도 탈 수 있지.,집 포기하면 300만 벌어도 탈 수 있지.
그리고 저런 거 다 개인 거.,그리고 저런 거 다 개인 돈으로 사는 거 아니야.
##으면 회사에서기도 해,매출 높으면 회사에서 사주기도 해
윽냄새가 나누,윽 그런냄새가 어디서 나누
##조차 못 넘기고 오글거린다 하는데 ㅋㅋ 대체 안 오거리는 건 뭐냐,이런 댓글조차 못 넘기고 오글거린다 하는데 ㅋㅋ 대체 안 오글거리는 건 뭐냐
사람이 유부남이,사랑하는 사람이 생겼는데 유부남이에요
##년 저가 씹어먹었지,2012년엔 저 노래가 씹어먹었지
##신을 이딴 찍..,베드신을 이딴 식으로 찍다니..
너네 누나가 할머니,너네 누나가 왜 할머니야
남자들는걸로 찡찡거려,남자들 왜 군대가는걸로 찡찡거려?
,그러니까 ㅋㅋ
금융 한 먹어볼?,금융치료 한 번 먹어볼래?
벗고,마스크 벗고싶다
어머니는이 3프로 않았냐?,우리 어머니는 지분이 3프로 있지 않았냐?
어쩌냐 기저질환 탓 우길 없어서,어쩌냐 기저질환 탓이라고 우길 수 없어서.
##는 명명백백 대일제국의 땅이지,다케시마는 명명백백 대일본제국의 땅이지
##되 사람은지 말랬잖아.,죄는 미워하되 사람은 미워하지 말랬잖아.
##할,내일 청소할 거야
##질 애들 이렇게 많음?,젓가락질 못하는 애들 왜 이렇게 많음?
##은 빡,남친은 빡치지.
진짜 저게 사람이 할인가,와 진짜 저게 사람이 할 짓인가?
##염 걸렸?,너 질염 걸렸어?
##염?,질염은 왜?
한번 맡든가,너가 한번 맡아보든가.
저 사람은 허리를 빼고 다녀,저 사람은 허리를 왜 저렇게 빼고 다녀?
##은 얼굴만 보고 있어도,연예인은 얼굴만 보고 있어도 재밌네
영혼 한번 성대,영혼 결혼식 한번 성대하네
한밖에 마셨는데 운전해도 괜찮지?,한 잔밖에 안 마셨는데 운전해도 괜찮지 않을까?
간할지도 몰라,그러다 간 다 상할지도 몰라
난 네가 워낙 주 적으니까 거지,난 네가 워낙 주량이 적으니까 걱정한 거지
##서했다며?,내가 이뻐서 결혼했다며?
맞춤법 모른다고 바퀴벌레는하지,맞춤법 모른다고 바퀴벌레는 너무하지 않냐?
예전에는 몰랐는데 은근 글래네요,예전에는 몰랐는데 은근 글래머네요
ㄹㅇ헥헥대다가겠다고 반 이상 남김,ㄹㅇㅋㅋ헥헥대다가 못먹겠다고 반 이상 남김.
소리야? 나는 적!,무슨 소리야? 나는 그런 적 없어!
그 사건은 여자가 허증이라서 거짓말?,그 사건은 여자가 허언증이라서 거짓말한거라는데?
남자문 낙태시킨 건 변함없는 사실이잖아,남자측 입장문 봐도 낙태시킨 건 변함없는 사실이잖아
##도 2주 동안이나줬다는데 뭐가 문제야,미역국도 2주 동안이나 끓여줬다는데 뭐가 문제야?
미역국이 뭐 대수라고. 남자?,미역국이 뭐 대수라고.. 왜 남자 편들어?
야라도 하냐 ; ;,야 팩트라도 말을 그렇게 하냐;;
##ㅋ 싶고 보험료는 내기 싫고 ~,ㅋㅋㅋ 돈은 아끼고 싶고 보험료는 내기 싫고~
##라도 국가의 위상이 오르는 거지.,저런 집이라도 있어야 국가의 위상이 오르는 거지.
너가 살진의 존재가 너한테 도움이 된다니까.,너가 살진 않아도 저런 집의 존재가 너한테 도움이 된다니까.
##파괴 플라스틱마,환경파괴되니까 플라스틱 쓰지마
남자애들이 다 인성이 안좋,나는 만난 남자애들이 다 인성이 안좋았어
어제 지나가는데 너무게 생겨서 머리 쓰다듬으려고 했는데 물렸어 너무 사납더라,어제 개가 지나가는데 너무 귀엽게 생겨서 머리 쓰다듬으려고 했는데 물렸어 ㅜ 너무 사납더라
##인 배출 사업 잘 안 된 것은 한 개인의 책임으로 수만은.,우주인 배출 사업 잘 안 된 것은 한 개인의 책임으로 돌릴 수만은 없어.
본인들이 못보다 못 사는 사람들이 많다는 걸 생각하든가,본인들이 못 받으면 본인보다 못 사는 사람들이 많다는 걸 생각하든가.
할머니가 나랑 엄청한거,할머니가 나랑 동생 엄청 차별한거 알지
##생들 1차 접종 우리는 왜 안되냐고,아르바이트생들도 1차 접종 했다는데 우리는 왜 안되냐고
그러고찐 같아,그러고 보니까 살찐 거 같아
붙잡혀서 핸드폰 바꾸라고 강매당,나 어제 붙잡혀서 핸드폰 바꾸라고 강매당했어
##든 여자 결혼은 하는게 아닌듯,남자든 여자든 결혼은 하는게 아닌듯
"개그맨 [UNK], [UNK] 뭐라는 애들 대장암 걸리면 좋겠다.","개그맨 [UNK], [UNK] 뭐라는 애들 대장암 걸리면 좋겠다고 했더라."
##이 좋,요즘은 클래식이 좋더라
왜 ㅡㅡ나도 벌레함 그게 자동 반응나옴,왜 ㅡㅡ나도 벌레 무서워함 그리고 그게 자동적으로 반응나옴
##는 출산율이 토이네,이번 경선에서는 출산율이 토픽이네
##해 그렇지 뭐 진짜성 없다 다들,매해 그렇지 뭐 근데 진짜 현실성 없다 다들
솔직히 범죄자들 간다고 진짜 지,솔직히 범죄자들 감옥 간다고 진짜 반성하는 지 모르겠다
너가 사람이라서주는 거?,너가 좋은 사람이라서 잘해주는 거 아닐까?
##는 다 해왔겠지?,오늘 과제는 진짜로 다 해왔겠지?
##리가 기안했을겁니다,아마 이대리가 기안했을겁니다.
요새는 여자들끼리 하는가 유행인가,요새는 여자들끼리 하는 프로가 유행인가?
그냥 없어서 나는 중ㅋㅋ,그냥 어이가 없어서 웃음이 나는 중ㅋㅋ
##이 없어 보이,기운이 없어 보이던데
아르바이트할 때마다 꼭 화장실 가고더라. 병ㅋㅋ,아르바이트할 때마다 꼭 화장실 가고 싶더라.. 병인가ㅋㅋ
할머니 저 연세에 ㄷㄷ하네,할머니 저 연세에 영어공부 ㄷㄷ하네
친 사람이 먹어야 하는데 당한 사람도 참 깝하긴 하네,사기 친 사람이 욕 먹어야 하는데 당한 사람도 참 깝깝하긴 하네
너보다생김,너보다 잘생김
때려서 죽이네,와 때려서 사람을 죽이네요
늙어 죽어 죽든지만 참 그렇네...,늙어 죽든 젊어 죽든 죽는다지만 참 그렇네...
그냥 거지,그냥 그렇다는 거지.
에이니까 계속 거지. 그래도 휴가 있고 하니까 괜찮을 거야,에이 좋아하니까 계속 사귀시는 거지. 그래도 휴가 있고 하니까 괜찮을 거야
내일 당장 시험인데 아직 수업을 다 안들었어. 정신 나간거?,내일 당장 시험인데 아직 수업을 다 안들었어.. 나 정신 나간거 맞지?
##던 게 아니네 최초 탈락팀 되길,나만 그랬던 게 아니네 최초 탈락팀 되길 바람
##해서 해 악플러들아,말 좀 조심해서 해 악플러들아
,정말 일하기 싫다
노래방 물 괜찮은 [UNK] 도우미,[UNK] 노래방 가면 물 괜찮은 [UNK] 도우미 있다는데
어떻게 아무 것도 할아버지 할머니들?,어떻게 아무 것도 모르는 할아버지 할머니들 상대로 이래?
##도 여자보다 더,우리동네도 여자보다 남자들이 더 많아
내가 호 비용 쏠,내가 호캉스 비용 모두 쏠게
,얼른 결혼하고 싶어
일본은 마음에 들면 여자가면에 교환하자고.,일본은 마음에 들면 여자가 초면에 SNS 교환하자고 하더라.
조선족 어머니의 바람?,어느 조선족 어머니의 바람 봤어?
흑인들은 냄새가 나는,흑인들은 왜 냄새가 나는 거야?
그게 없는 ㅋㅋ,그게 무슨 매너 없는 소리야 ㅋㅋ
곧에서 갈 거니까 기대해라,곧 경찰서에서 연락 갈 거니까 기대해라.
아 때려 싶네,아…일 때려치고 싶네
##게 싫었노,아빠 정치하는게 그렇게 싫었노
,본인도 힘들겠다.
,"정말 안타깝다,"
,정말 그런가?
##하기가 얼마나.,그래도 입상하기가 얼마나 어려운데.
##한 여자일 수도 있잖아.,그냥 정말로 청순한 여자일 수도 있잖아.
##뉘 ㅋㅋㅋㅋㅋ 무너지는 거 꼭 보고 싶긴 한데말야.,아뉘 ㅋㅋㅋㅋㅋ 나 [UNK] 무너지는 거 꼭 보고 싶긴 한데말야.
전형적인 허세이라 조작인 같음.,너무 전형적인 허세사진이라 조작인 것 같음.
연쇄살인 [UNK] 이 인권침해 주장하네.,연쇄살인범 [UNK]이 교도소에서 인권침해 당했다고 주장하네.
넌 게하다.,넌 생각하는 게 참 깜찍하다.
저번에한 선배 팔러 왔,저번에 졸업한 선배 카드 팔러 왔더라
,뭔가 짠했어
고속도로에서 캠핑카 엄청큰게 한.. 150 달려와서 죽을,고속도로에서 캠핑카 엄청큰게 한.. 150넘게 달려와서 죽을뻔했어
골목길 보면 양심 거울 있는데 그거 있는 거 맞아?,골목길 보면 양심 거울이 꼭 있는데 그거 효과 있는 거 맞아?
아까 이인분 시키,아까 삼겹살 이인분 시키셨나요?
게적이다,말하는 게 딱 인종차별적이다
##도 [UNK]도 했다데,어제도 [UNK] 동생도 전역 했다데
진짜 [UNK] 이랑 [UNK] 이 쌍둥이 인 줄음,나 진짜 [UNK]이랑 [UNK]이 왜 쌍둥이 인 줄 몰랐음
이런거 생각하면 김연경이 진짜 한,이런거 생각하면 김연경이 진짜 대단 한 듯
비키니 여자,저기 비키니 여자봐봐
니가 뭣도 거기에 그렇지,니가 뭣도 모르고 거기에 투자했으니까 그렇지
막 위로 성가 좋아,막 위로 받고 성가도 너무 좋아
하수구에.,어떻게 하수구에 비교를 하냐.
그런애들 보면 꼭생겼다더라고,그런애들 보면 꼭 잘생겼다 그러더라고
나질,기억이 나질 않아.
,무슨 말이야?
외국 남자들이 동양여자고대,외국 남자들이 동양여자를 좋아한다고 생각한대
쟤가 일년만 해도 애가 순,쟤가 일년전만 해도 애가 순했는데…
##가 좀거지,사춘기가 좀 빨리 온거지
초딩..ㅋㅋ,와 초딩이라니.. 부럽다ㅋㅋ
군대에서 벗기 시도,군대에서 마스크 벗기 시도한다는데?
나 먹다가 전봇대에,나 술 먹다가 전봇대에 토했어
얘 봐봐. 개다,야 얘 봐봐. 개쩐다.
했어도 홍콩은 간다고,백신접종 했어도 홍콩은 못 간다고?
응가 되면 아마 하지,응 떄가 되면 아마 하지 않을까 싶은데
버릴,버릴 땐 어떻게?
##를 해야 결혼도 하지,연애를 해야 결혼도 하지
나이 어리 아가씨 없냐?,주변에 나이 어리고 예쁜 아가씨 없냐?
꼴페미 페미니스트랑 뭐가 다른거임? 뭐가 좋은거고 뭐가거야?,꼴페미랑 페미니스트랑 뭐가 다른거임?? 뭐가 좋은거고 뭐가 안좋은거야?
자격지심지 너 가꿔,자격지심 갖지 말고 너 자신을 가꿔
벗방이? 진짜 다 벗어,벗방이 뭐야? 진짜 다 벗어?
벗방 아니라?,근데 벗방 불법 아니라던데?
아니어도 윤리적으로 거지,불법이 아니어도 윤리적으로 안 되는 거지
##ㅋㅋ 주고 해,ㅋㅋㅋㅋ 용돈 주고 하라 해
. 정신 있는 사람이겠니,후.. 그럴 정신 있는 사람이겠니
남자애들이 그렇지 뭐,우리반 남자애들이 그렇지 뭐
빠노,빠꾸없노
자리가 그렇게 더럽,자리가 왜 그렇게 더럽냐
아니를 뭐 따위로놨어,아니 주차를 뭐 이 따위로 해놨어
##야하는거 나도 알고있는데.. 남자를 너무사랑해서중이야..,헤어져야하는거 나도 알고있는데..남자친구를 너무사랑해서 고민중이야..
쟤는 리더가 독재잔 줄,쟤는 근데 리더가 독재잔 줄 아냐?
지지도 높고 대표 막대에 불떨어진 모양이네,지지도 높고 대표 어리다고 막대하더니 발등에 불떨어진 모양이네
아냄새 발,아 발냄새 발 씻었냐
야 발 왔어ㅡㅡ,야 나 방금 발 씻고 왔어ㅡㅡ
"야, 나 지금 진지하게 중이니까 제발 조용히","야, 나 지금 진지하게 연습 중이니까 제발 조용히 해."
한 연예인이 동남아종 했다고됬더라,한 연예인이 동남아인종 비하 했다고 논란됬더라
얻어먹엇냐,내가 언제 맨날 얻어먹엇냐
어차피 특징이 전문가 데려와서 시음 시켜도 원두도 못,어차피 커피 특징이 전문가 데려와서 시음 시켜도 원두도 못 맞추더만
,그냥 대충 먹어라
##려고 카페로 불렀?,어제 헤어지려고 카페로 불렀거든?
못어졌,근데 못헤어졌어
때부터 눈 작다고 많이 받아서 콤플렉스,어릴 때부터 눈 작다고 놀림 많이 받아서 콤플렉스야
##릴 수도 있지 막말하네?,헷갈릴 수도 있지 막말하네?
[UNK] 많네. 노노재팬 끝난 거냐?,[UNK]에 사람 엄청 많네. 노노재팬 끝난 거냐?
적...,ㅋㅋ 언제 적 얘기를...
지가 언제노. 나오자마자 다 팔리고 [UNK]되는 거 보면 모르나?,끝난 지가 언제노. [UNK] 나오자마자 다 팔리고 [UNK] 매진되는 거 보면 모르나?
너는 민초야 반민초파,너는 민초파야 반민초파야?
설쳤 피곤하네,어제 잠을 설쳤더니 피곤하네
##할 때 요즘도냐?,머리 염색할 때 요즘도 비싸냐?
저 차 주인은 장애인도 아니면서 왜 주차에 거지?,저 차 주인은 장애인도 아니면서 왜 장애인 주차 구역에 세우는 거지?
"야,둬","야, 그냥 내버려둬."
##하는 것에 날개가 진짜네.,추락하는 것에는 날개가 없다는데 진짜네.
##친 진짜 해도 너무,네 전남친 진짜 해도 너무했어
같이 [UNK] 하실래요? 저플레태워줄게 ( 화자1 ),같이[UNK]하실래요 ? 저플레인데 버스태워줄게요(화자1)
다이아라서 같이이 안돌아가서 못할거,제가 다이아라서 같이겜이 안돌아가서 못할거같네요
저 자식 얼굴 가격한 거 맞지?,저 자식 우리 선수 얼굴 가격한 거 맞지?
클럽 MD들,클럽 MD들 봤음?
난 살면서 진짜 남자 중에 남의 여자한테적대는 인간 한 번도 본적,난 살면서 진짜 괜찮은 남자 중에 남의 여자한테 찝적대는 인간 한 번도 본적 없어요
차리시고 그으세요,정신 차리시고 적당히 선 그으세요
##을려면 필요하긴함,낳을려면 책임이 필요하긴함
아사고 싶다,아 또 옷사고 싶다
사람이긴 방금 차가,사람이없긴 방금 차가 지나갔잔아
저거들이 왜 망했는지 알겠다,저거 보니까 개그 프로들이 왜 망했는지 알겠다
눈 거 하고 전립선지는 약하고,눈 주름 없애는 거 하고 전립선 좋아지는 약하고
가게 전립선 어딨어요?,화장품 가게에 전립선 약이 어딨어요?
막말 하지 마세요. 저 준 없으면서,막말 하지 마세요. 저한테 해 준것도 없으면서
##게 없다니 먹여 키워,해준게 없다니 먹여주고 키워줬는데
##어요. 전립선 한 트럭 갈게요,됐어요. 전립선 약 한 트럭 사 갈게요
##는 아니더라도 꽤 해봤지,많이는 아니더라도 꽤 해봤지.
남자 중에는 좀 작은 사람도 있고 냄새나는.,물론 남자 중에는 좀 작은 사람도 있고 냄새나는 사람도 있겠지.
얼마 한 번 갔는데 여자 애가 내 손 잡고 기도해 줘서다,얼마 전에 교회 한 번 갔는데 여자 애가 내 손 잡고 기도해 줘서 놀랐다
##고싶지않음? ㅋㅋ우리랑 삶이 많이 다를까?,[UNK] 진짜 가보고싶지않음?ㅋㅋ우리랑 삶이 많이 다를까?
나같은 경우는 학교에 일진같은건 잘 없었는데 좀스인가봐,나같은 경우는 학교에 일진같은건 잘 없었는데 내가 좀 특이케이스인가봐
맨날 살랑 살랑 웃으면서 돌아다녀 좋아하나?,쟤 맨날 나한테 살랑 살랑 웃으면서 돌아다녀 나 좋아하나?
교장 몰카 설치한 봤냐?,초등학교 교장이 몰카 설치한 뉴스 봤냐?
학교 여교사 화장실에 설치,지 학교 여교사 화장실에 설치했데
,코로나 지긋지긋하다
##생기면 살기 쉽겠다,잘생기면 살기 진짜 쉽겠다
요즘 아르바이트면 노예 부던데?,요즘 아르바이트 구하면 노예처럼 부린다던데?
말을 하냐 ㅋㅋ 인권이라는게,무슨 말을 그렇게 하냐 ㅋㅋ 인권이라는게 있는데
손님이 똥을다.,손님이 화장실 바닥에 똥을 쌌다.
##방에서 ㅋㅋㅋ,오늘도 PC방에서 잔다 ㅋㅋㅋ
부모가 없는 없어요,부모가 없는 건 아니고 돈은 없어요
야 넌 여자 옆에 있는데 왜 자꾸 다른 여자를 거 넘 심하지 않냐?,야 넌 여자 친구가 옆에 있는데 왜 자꾸 다른 여자를 쳐다보는 거 넘 심하지 않냐?
멋있긴로는 몰라도 주거지 별로일 듯,멋있긴 한데 관광지로는 몰라도 주거지로는 별로일 듯
##해서아니야?,나라를 홍보해서 그런거아니야?
,알바 중?
아.... 40 밖에 못 맞았네. 엄마한테나겠다.,아....40점 밖에 못 맞았네..엄마한테 혼나겠다.
마케들,마케터들 반성해야 한다
"[UNK], 일본에 방사능된 했지.","[UNK], 일본에 방사능 유출된 증거는 없다고 했지."
하면서라도 하는데 너도 관리 좀 하던가,나는 면도 하면서 정리라도 하는데 너도 관리 좀 하던가
##뎅 싶다.. 떡볶이 소스에 찍어먹으면 진짜데,오뎅 먹고 싶다..떡볶이 소스에 찍어먹으면 진짜 맛있는데
층간소음 흉기난동 났는데 경찰 출동 여경이 도망,층간소음 흉기난동 났는데 경찰 출동했는데 여경이 도망갔데
여론해지면로 데뷔할 거 걔는,여론 잠잠해지면 솔로로 데뷔할 거 같던데 걔는
내 생각엔 얼굴 팔 없겠다 걍 카페서 배달로 먹고 살 거 같은데 …,내 생각엔 얼굴 팔릴 일도 없겠다 걍 카페 열어서 배달로 먹고 살 거 같은데…
떡일 때는 무슨든지 다 할 수 있는,남의 떡일 때는 무슨 욕이든지 다 할 수 있는 거야
영맨이 이은 남는 게 없,영맨이 이 차종은 남는 게 별로 없데
,에이 순진한 녀석
", 걸","그래도, 좋은 걸 어떡해"
##러워,뭐가 징그러워?
나 클럽 갔다가 빠먹..,나 오늘 클럽 갔다가 빠꾸먹었어..
그래도 빠 먹을 정도는않..?,그래도 빠꾸 먹을 정도는 아니지않아..?
##만줘봐,나 만원만 빌려줘봐
묻지마 망했,묻지마 완전 망했어
"[UNK] 이거어, 한 번!","[UNK] 이거 재밌어, 한 번 봐봐!"
##들은 전부 여자,팀원들은 전부 여자인가?
아따라 쉽지 일하는거,아 진짜 오늘따라 쉽지 않다 일하는거
##는도 못할 것 같긴 하네,ㅋㅋ 걔는 신고도 못할 것 같긴 하네
팔아서질해야지 개꿀딱 ~,이거 바로 팔아서 현질해야지 개꿀딱~
##할,나랑 친구할 사람
##을 것이 지금 할야,명령을 따르는 것이 지금 할 일이야
솔직히 요즘 [UNK] 에서 거 많이 한 번이 그렇게 어려운가?,솔직히 요즘 [UNK]에서 귀여운 거 많이 나오는데 그거 한 번이 그렇게 어려운가?
그니까 년 한 번 ㅋㅋ 오히려 이득이지 애들 얼마나 좋아하는데,그니까 일 년에 한 번인데 ㅋㅋ 오히려 이득이지 애들 얼마나 좋아하는데
자기야 나 임신,자기야 나 임신했어
니가 왜 나가냐? 사람한테 좀만 해달라고 쪽지 보내,니가 왜 나가냐? 그 사람한테 향수 좀만 자제 해달라고 쪽지 보내
,이거 맞음?
",급이 꾀죄죄하게 하고 다니면 그게 이상한거지","과장, 국장급이 꾀죄죄하게 하고 다니면 그게 더 이상한거지"
우리집 고양이가 게 하악질,우리집 고양이가 게속 하악질을해
[UNK] 하고 [UNK] 뻔뻔한것,[UNK]하고 [UNK]은 진짜 뻔뻔한것 같어
저 남학생은 맨날 자,저 남학생은 수업시간에 맨날 자더라
밤에 하고 자는지..,도대체 밤에 뭐를 하고 학교에서 자는지..
중국인들 위생이 가질 않아,나는 중국인들 위생 관념이 이해가 가질 않아
##고 싶지 않겠다,그럼 말도 섞고 싶지 않겠다
너 보단 더서 그런건 문제 없거든ㅋ,너 보단 현실을 더 잘알서 그런건 문제 없거든ㅋㅋㅋ
[UNK] 잘 거 같더라,[UNK] 헬스장 사업 잘 되는 거 같더라
##겠네,공부 많이 해야겠네
,[UNK] 재밌더라
미쳐서 이 시국에 코로나 퍼뜨리고 다니는 뭐냐?,여행에 미쳐서 이 시국에 코로나 퍼뜨리고 다니는 애들은 뭐냐?
감옥 없애자 애들 있잖아,감옥 없애자고 하는 애들 있잖아
##를 할 수 없었나봐 연봉도 많이 깎여서 이적하는 거던데.,그래도 배구를 포기 할 수 없었나봐 연봉도 많이 깎여서 이적하는 거던데.
살을 언제 빼 너가 무슨야?,내가 살을 언제 빼든 너가 무슨 상관이야?
지잡대 출신,나도 지잡대 출신인데?
되지,기분이 태도가 되지 말자
[UNK] 이 kbs 대상지,올해 [UNK]이 kbs 대상 받았지?
바람피운 다시줘 ㅋㅋㅋ,바람피운 사람을 왜 다시 받아줘 ㅋㅋㅋ
죽,이제 죽냐?
와들 잘 춘다,와 진짜 댄서들 춤 잘 춘다
전역하고 아무것도 안하는 인간들 왜거임,전역하고 아무것도 안하는 인간들 있는데 왜그런거임?
여자가 임신을 것도,여자가 혼자서 임신을 하는 것도 아니잖아
그렇게 따지면 낙태한 남자들도 찍어서야 되는 거 아닌가?,그렇게 따지면 낙태 종용한 남자들도 낙인 찍어서 욕해야 되는 거 아닌가?
요 앞에있는데 한 번?,요 앞에 버스회사있는데 한 번 도전?
그래서 사람들이 가서 악착같이 잘 수 있는 거지,그래서 우리나라 사람들이 이민 가서 악착같이 잘 살 수 있는 거지
남자들 상관 없이 하고 한 거야,남자들 상관 없이 나 하고 싶은 대로 한 거야
,내가 왜?
##들도 눈은 않겠어?,걔들도 보는 눈은 있지 않겠어?
사고로 부부가대,그 사고로 부부가 죽었대
##들 물에 빠져 죽었,이번에 고등학생들 물에 빠져 죽었대
