masked,original
CCTV요청해서 애견미용실 직원이 목 조르고 때리고,CCTV요청해서 봤더니 글쎄 애견미용실 직원이 목 조르고 때리고
암튼 직원 동물학대로 고소어,암튼 그 직원 동물학대로 고소 하고 왔어
##지 그랬냐,니가 좀 도와주지 그랬냐
야하는 자세가 필요하지,야 그래도 존중하는 자세가 필요하지
##보,난 소보루
남편이 돈 벌어와서 편하게앓꼴림?,남편이 돈 많이 벌어와서 편하게 사는게 배앓꼴림?
,이시국에 콘서트라니
38 22를 했냐,38살이 22살짜리를 어떻게 했냐
수달 않냐,수달 너무 귀엽지 않냐
데려가서 한마리,집에 데려가서 한마리 키우고싶다
##이라서 너가,천연기념물이라서 너 잡혀가
갔다가 관크 당함,어제 영화보러 갔다가 관크 당함
[UNK] 는 [UNK] 한테 후 줌,[UNK]는 [UNK]한테 진짜 점수 후하게 줌
먹고 타는거 아니라면 오토바이는 절대 타지,먹고 살려고 타는거 아니라면 오토바이는 절대 타지마세요.
##넨이 높아서 탈이야,걔넨 너무 자신감이 높아서 탈이야
맞아 보면 것도,맞아 사실 보면 아무 것도 아닌데
"놈이, 키우던 닭마리를 잡아먹었다고 고양이를어.","어떤 놈이, 키우던 닭 8마리를 잡아먹었다고 고양이를 죽였어."
불에 태워서 잔인하게어,불에 태워서 잔인하게 죽였어.
"숨이 끊어져 울부짖, 죽을 때까지 그냥 뒀.","숨이 안 끊어져 울부짖었는데, 죽을 때까지 그냥 뒀대."
오일팔이,오일팔이 성역인가?
##게이지,만만한게 아이돌 팬이지
니중 냄새,니 인중 냄새 아닐까?
,뭐래 아니거든
##할래?ㅋ,내기할래?ㅋㅋㅋ
##씩 주고 사야 되나?,휴대폰을 100만원씩 주고 사야 되나?
돈이 없다는 게 아니라 쓸데없이 거지,돈이 없다는 게 아니라 쓸데없이 비싸다는 거지
##이지...,그 말이 그말이지...
인스타 성형 많이한 얼굴 나중에 늙으면 어떻게까,인스타 성형 많이한 얼굴들 나중에 늙으면 어떻게 변할까?
##이나 하고 싶다,나는 취업이나 하고 싶다
다졌으니까 나한테 말 걸지마,이미 다 삐졌으니까 나한테 말 걸지마
시작이 더러워,시작 음식이 뭐가 더러워?
싫으면 나 집게 ㅋㅋ,싫으면 나 집 갈게 ㅋㅋ
,응 제발 가
이게 뭔 국가도 되나?,이게 뭔 국가 중대사라도 되나?
아니하고 와서 낙태하고 싶다 애들이 제일 안됨,아니 임신하고 와서 낙태하고 싶다는 애들이 제일 이해 안됨
##랑 한 하고 갈.,친구랑 한 잔 하고 갈게.
유일한 진품 이렇게 최악일수가,유일한 진품인데 이렇게 최악일수가ㅜㅜ
남자가 무슨 머리를고,남자가 무슨 머리를 기르고 그래?
##셔서 그러지 마라,순진한 애들 꼬셔서 그러지 마라
##고랑 차,그러다가 너 쇠고랑 차
##도 좋아서 나 건데 뭐,걔네도 좋아서 나 만나는 건데 뭐
[UNK] 예전에 총각해서 여배우한테했다 하지?,[UNK] 예전에 총각 행세해서 여배우한테 접근했다 하지 않았나?
맞아다가 도망쳤나을 껄,맞아 사귀다가 도망쳤나 그랬을 껄?
응 은밀한 데 있는 위치 이야기하면서 댔,응 은밀한 데 있는 점 위치 이야기하면서 증거 댔음
게지네,탄핵을 지지했던 게 미안해지네
##는 척 하고 앉았네,혼자 멋있는 척 하고 앉았네.
게부지.,꼬투리 잡힌 게 있나부지.
[UNK] 이 카드사백보다 난이도 더 쎄.ㅋ,[UNK]이 카드사 캐시백보다 난이도 더 쎄. ㅋㅋㅋ
"근데, 이게 어떻게 상생 지원금이냐. 한국말 모르는?","근데, 이게 어떻게 상생 지원금이냐. 내가 한국말 잘 모르는 건가?"
살다고 여러번 했는데 하고나면 금방 말짱 도루묵이야ㅠㅠ줄 사람?,살 뺀다고 다이어트 여러번 했는데 하고나면 금방 말짱 도루묵이야ㅠㅠ도와줄 사람?
저런 피부은들이나 다니겠지,저런 피부샵은 재벌들이나 다니겠지?
"아니, 요새 아줌마들도 다","아니, 요새는 동네 아줌마들도 다 다녀"
대한민국 오천만 국민의 재산을 똑같이 분배하고 북한과 병합,대한민국 오천만 국민의 재산을 똑같이 분배하고 북한과 병합해야 합니다.
##이 저하되니 나이 많은 많아구만,출산율이 저하되니 나이 많은 사람들만 많아지는구만
,휴대폰 바꾸고 싶다
때리,세상에 여자를 때리다니
그거 끊고 여자 죽이고 자수 놈이,그거 끊고 여자 2명 죽이고 자수한 놈이 있네
트랜스 젠더 죽었,트랜스 젠더 하사 죽었대.
[UNK] 랑 [UNK] 이랑 한 다이보,[UNK]랑 [UNK]이랑 이번에 한 다이 하려나보던데
없는,가망 없는 수준인데
,어휴 정말 무섭다
다문화 가정이 10새 엄청 많아진 건 팩트,다문화 가정이 최근 10~15년새 엄청 많아진 건 팩트
##만한데 좀,응 먹을만한데 좀 비싸
들리겠다 말하자 시끄러 남들한테 민폐야,들리겠다 조용히 말하자 우리도 시끄러우면 남들한테 민폐야
173cm 누나 너무뼈,키 173cm 유튜버 누나 너무 예뼈
듣보잡 니는,듣보잡인데 니는 어떻게 알아
리얼돌이 저렇게 크면 집에 때하냐?,리얼돌이 저렇게 크면 집에 손님 올 때 어떡하냐?
걔네도살 바라보겠다,그러게 걔네도 이제 40살 바라보겠다
##이란게 결국 취직해서 돈벌려고 학벌이 뭔 상관임,대학이란게 결국 취직해서 돈벌려고 가는건데 학벌이 뭔 상관임
가만히 서있는를 su가 들이 박대,가만히 서있는 버스를 suv가 들이 박았대
여성 운전자라는데 음주운전인줄,여성 운전자라는데 음주운전인줄 알았더니 아니라더라
여자들 살림잘하고 토끼 남자 좋아함,여자들 살림잘하고 토끼같은 남자 엄청 좋아함
"##된 상황에서도 그런 거 보면, 역시 일본이이야.","반일감정 고조된 상황에서도 그런 거 보면, 역시 일본이 대국이야."
니가 있는거 인신공격이야,니가 하고 있는거 지금 인신공격이야.
그러면 이 길거리가구역이 될 수 있을 텐데,그러면 생각보다 이 길거리가 청정구역이 될 수 있을 텐데.
,죄송합니다
##들은 화장이 기본이,요즘 고등학생들은 화장이 기본이래
그냥 팬거지 남자로 생각해주기를 바라지 않아.,그냥 팬심으로 좋아하는거지 나를 남자로 생각해주기를 바라지 않아.
맞았다고 다니면 되는데,백신 맞았다고 저렇게 다니면 안 되는데
##들 겁탈한 전과 19범도 가능하.,초등생들 겁탈한 전과 19범도 출소 가능하대.
최악의 플러,2020년 최악의 플러팅이다
##들이 얼마나했으면 풀영상을 공개했겠어,유족들이 얼마나 억울했으면 CCTV 풀영상을 공개했겠어
사람을 만들어놓고 와서 사과하겠다 원,저렇게 사람을 만들어놓고 이제 와서 사과하겠다니 원
회장님 대리인으로 사람 실무를 몰라도 너무 모르,회장님 대리인으로 온 사람 실무를 몰라도 너무 모르던데요?
오빠거양 ~,오빠 영화관에서 뭐하는거양~
,맞지 뭐~
사이비,너 사이비야?
##신 치워,커피머신 좀 치워
##만 없어도 인구가는 않았을 거야,걔네만 없어도 인구가 이렇게 줄지는 않았을 거야
,적당히 해
하긴 계속 있다가는 받아서 기절할지도,하긴 계속 듣고 있다가는 스트레스 받아서 기절할지도 몰라
아 이 시간만 배고픈 저 정신 차리라고 욕 좀,아 이 시간만 되면 배고픈 저한테 정신 차리라고 욕 좀 해주세요
##뻘인데 노인 좀 하자,할아버지뻘인데 노인 공경 좀 하자.
입 밖으로 튀어나오기 직전,욕이 입 밖으로 튀어나오기 직전이다.
##들을 거둬 사비로 키워주며,고아들을 거둬 사비로 키워주셨다며?
몇몇 고아들이 수녀님 훔쳐대,그런데 몇몇 고아들이 수녀님 돈을 훔쳐 달아났대
재수보 전진을 위한 1보야,재수는 2보 전진을 위한 1보 후퇴야
솔직히 저기 곰팡이 묻어는아주면 안되냐?,솔직히 저기 곰팡이 묻어있는거는 좀 닦아주면 안되냐?
네 강아지 밥,네 강아지 밥좀 먹여
얘가맛을버려서 밥을는다,얘가 간식맛을 알아버려서 밥을 안먹는다
##려고 일부러 굶기는 중이지,그래서 밥먹이려고 일부러 굶기는 중이지
##려고 굶긴다는게소리냐?,밥 먹이려고 굶긴다는게 무슨소리냐?
,그럴수도 있지
##도라도 남편 많으면 인정인데 이건 좀 선넘음,입효도라도 남편 돈 많으면 인정인데 이건 좀 선넘음
다 떠줘야 하는 사람들,다 떠먹여줘야 하는 사람들인데
여자들이 싫어,여자들이 그렇게 싫어?
##지 진심으로중이야,헤어질지 진심으로 고민중이야
##도 쌩얼 거 아니었?,그전에도 쌩얼 본 거 아니었어?
##는이랑 입술은 다 거였더라고,지금까지는 선크림이랑 입술은 다 바른 거였더라고
나도 걔네 내 박살,나도 걔네 때문에 내 주식 박살났어
게이했노 ㄷㄷ,게이야 긴장했노 ㄷㄷ
죽어서,잠은 죽어서 잔다
##들이 아주더라.,그래서 선생님들이 아주 고생한다더라.
자기들끼리 부모 직업이랑 사는 같은 걸로 급기한!,자기들끼리 부모 직업이랑 사는 아파트 같은 걸로 급 나누기한대!
판사나은같은 거 당할 수도 있는데 살기 너무 것 같아,판사나 검사들은 보복같은 거 당할 수도 있는데 살기 너무 무서울 것 같아
,증거 있냐?
아빠도 저렇게 말까 거 아님?,아빠도 아들이 저렇게 말 안하니까 답답한 거 아님?
그러게. 남친 집에서 며칠을 그걸하네,그러게. 남친 집에서 며칠을 안 나왔는데 그걸 부정하네
##들의 마지막 환상 지켜주나보네,팬들의 마지막 환상을 지켜주나보네
##양이들이는게 너였냐,길고양이들 밥먹이는게 너였냐?
말만지 같아,지금은 말만 선택이지 강요 같아
##랑하던데?,[UNK] 공약이랑 비슷하던데?
선생님은 널 그렇게 하는,선생님은 널 위해서 그렇게 하는 거야
생각도 없고되면 ~,별로 생각도 없고 할때되면 하겠죠~
야이라도 진짜.....,야 장난이라도 진짜 뽑지 마라.....
종자끼리 짝하는 법이니 당연한 일이지 뭐.,좋은 종자끼리 짝지어 번식하는 법이니 당연한 일이지 뭐.
두이나 수술 산 낳는 게 맞다,두 번이나 수술했는데도 산 거면 낳는 게 맞다
죽이고 5년 살고 나오,55명을 죽이고 5년 살고 나오다니
왜? 니 남자가 남사지 말래?,왜? 니 남자친구가 남사친 만나지 말래?
만나서 짓하는 것도?,우리가 만나서 이상한 짓하는 것도 아닌데?
최근에 길가다 만났는데 아는척는거TSD 와서 그냥 무시했어.,최근에 길가다 만났는데 아는척 하고 다가오는거 PTSD 와서 그냥 무시했어.
##년된식이 10억이 말이 되냐,17년된 복도식 아파트값이 10억이 말이 되냐
그냥 [UNK],내년엔 그냥 [UNK] 찍는다
얼굴이스럽지 못한 성형 포토샵이냐?,얼굴이 자연스럽지 못한 건 성형이나 포토샵이냐?
대통령은 국민이 거지이 뽑는 게,대통령은 국민이 뽑는 거지 당원이 뽑는 게 아니다
그래도 돈 벌려고 죽이지?,아무리 그래도 어떻게 돈 벌려고 사람을 죽이지?
##같,그래도 한결같잖아
##넘 아니냐?,ㅋㅋ말넘심 아니냐?
##해서 집놓고 부자인척,영끌해서 집 사놓고 원래 부자인척
니가 그냥좀 줘라도 되고 좋잖아,니가 그냥 이해좀 해 줘라 단합도 되고 좋잖아
이 [UNK] 이,[UNK]이 될까 [UNK]이 될까
남자 왜하냐,남자 인생은 왜 이렇게 불쌍하냐
질질 끌려가서 가혹행위 당해도 묻히기만,군대에 질질 끌려가서 가혹행위 당해도 묻히기만 하고…
##이다 진짜,아 인정이다 진짜
여성월주의 국가,우리나라는 여성우월주의 국가임
여자들 진짜 개,여자들 진짜 개 부럽다
장애인 있는지보고 싶은데요,장애인 전형이 있는지 여쭤보고 싶은데요
' 프리 티벳''원 '에 박고 다녀야지.,'프리 티벳' '타이완 넘버원' 티셔츠에 박고 다녀야지.
진짜 떡 아니냐?,진짜 저거는 누워서 떡 먹기 아니냐?
달고 다닐 자기이나 좀 해라,댓글이나 달고 다닐 시간에 자기 계발이나 좀 해라
##슬 얼하는 거같은데,은근슬적 얼평하는 거같은데
테슬라가카 바를 때펐냐?,테슬라가 슈퍼카 바를 때 나만 슬펐냐?
한심한 건 다 해서 건 없음,한심한 건 아님 최선을 다 해서 나쁠 건 없음
생긴 걸로 구분 가능,생긴 걸로 그게 구분 가능해?
죽은 한 두 명도 아니고 유족들한듯,억울하게 죽은 사람이 한 두 명도 아니고 유족들 너무한듯
이런 남들 걸러집니다.,이런 말 해도 남들한테 걸러집니다.
##ㅋ 쌔 잘 꼽네 ㅋㅋㅋ,ㅋㅋㅋ 팩트 쌔게 잘 꼽네 ㅋㅋㅋ
대한민국 경찰들 한 번씩야 함,대한민국 경찰들 1년에 한 번씩 성과 공개해야 함
"뻔뻔함, 건방짐, 이런 [UNK] 가 쓸 거 같은데?","뻔뻔함, 건방짐, 이런 단어를 [UNK]가 쓸 말은 아닌 거 같은데?"
누나 만나는 게 김치남이,누나 만나는 게 왜 김치남이냐?
촉어 ㅋㅋ,그 촉 틀렸어 ㅋㅋ
당연하지 여름에는 두 번 때도,당연하지 여름에는 두 번 씻을 때도 있어
아니 왜 하루에 한 번 안으면 사회가 비정상으로 가냐?,아니 왜 하루에 한 번 이상 안 씻으면 사회가 비정상으로 몰고 가냐?
그래 남자들은 이유가,그래? 남자들은 이유가 뭐래?
평생 이 남자 저 남자 만나다가 만나는 설거지 하는,평생 이 남자 저 남자 만나다가 마지막에 만나는 남자가 설거지 하는 거래
싸잡아 까진,그걸로 싸잡아서 까진 마라
남자입장에서 여자는 이쁘고으면 소심하고 말 못해도 그거움,남자입장에서 여자는 이쁘고 괜찮으면 소심하고 말 못해도 그거대로 귀여움
이에이 있냐?,이 거리두기에 원칙이 있냐?
[UNK] 에들이 엄청 많이 늘어났더라,[UNK]에 이어서 할머니 유튜버들이 엄청 많이 늘어났더라
##도 크고 ㅋㅋㅋ,키도 크고 ㅋㅋㅋ 겁나 멋있다
,그거 성차별이다
거지,싸우자는 거지?
남의 나라 가서 목숨 걸고 게줄 아냐?,남의 나라 가서 목숨 걸고 싸우는 게 쉬운 일인줄 아냐?
여자 게 낫지,내가 나쁜 여자 되는 게 낫지
##하지 ㅋㅋㅋ,정확하지 ㅋㅋㅋ
촌지 안 구박하고 가라고 선생 생각나네요,촌지 안 준다고 구박하고 전학 가라고 하던 선생 생각나네요
얼마나이 컸으면도 생각나시나 봐요,얼마나 충격이 컸으면 지금까지도 생각나시나 봐요
마꾼이라도 됐으면,난 마기꾼이라도 됐으면 좋겠다
##라도다는 소리 아니냐 ㅋㅋㅋㅋㅋ,그니까 눈이라도 이쁘다는 소리 아니냐 ㅋㅋㅋㅋㅋ
ㅇㅈ 다 별로면 마스크 써도 마꾼 소리 듣는 그거에라도 만족해라,ㅇㅈ 다 별로면 마스크 써도 마기꾼 소리 못 듣는다 그거에라도 만족해라
왕따가 알았으면 잘 조율을 했어야지.,왕따가 있다는 사실을 알았으면 선생님이 잘 조율을 했어야지.
##성으로 챙겨먹으려면 콩일수밖에 없어서 힘들듯,식물성으로만 챙겨먹으려면 콩 위주일수밖에 없어서 힘들듯
맞아 그리고 가난 창문밖으로 도망간 하지,맞아 그리고 가난때문에 사랑이 창문밖으로 도망간다고 하지
##벗고 세차 누나 겁나해,헐벗고 세차중인 누나 겁나 섹시해
쌩쇼던 세상에 사이 부부도.,쌩쇼던 말던 세상에 사이 좋은 부부도 있어.
[UNK] 도 진짜 거일,[UNK]도 진짜 좋아하는 거일 수도 있지
그런 거에 구역질 나는,그런 거에 구역질 나는 이유가 뭔데?
하나는 잘 털어,우리나라 사람들은 신상 하나는 잘 털어
잘 터는 게 SNS를 너무 함,신상 잘 터는 게 아니라 SNS를 너무 많이 함
대통령이 망쳐놔서 급한,대통령이 경제 망쳐놔서 마음이 급한가봐
역시 여자들은 몸매가 다르긴 다르다,와 역시 서양 여자들은 몸매가 다르긴 다르다
그거력 있는 것도 아니면서 막 들이밀지,뭐래 그거 공신력 있는 것도 아니면서 막 들이밀지 마라
마마무 [UNK] 벌써 45 건물주 일반인 만지기도 돈 한방이네,마마무 [UNK] 벌써 45억 건물주 일반인 평생 만지기도 힘든 돈 한방이네
선조 쉴드치는,아직도 선조 쉴드치는 사람들 많던데
##라이 본받하는건 모르고,사무라이 정신을 본받아야하는건 모르고
맞아근무하며 빨았는데,맞아 재택근무하며 꿀 빨았는데
##ㅋ냐,ㅋㅋㅋ 또 헤어지냐
##서 질려,날 너무 좋아해서 질려
##나게 해줬으면 좋겠어,날 좀 안달나게 해줬으면 좋겠어
소리를 이렇게 정성스럽게놨니 이,뭔 소리를 이렇게 정성스럽게 적어놨니 이 사람은
##만 봐도 미성년자 대상 범죄형임,최근에만 봐도 미성년자 대상 범죄인데 5년형임
##지만 확진자 1만명 시대,위드 코로나지만 확진자 1만명 시대이다
간 걸리길 바래야지,이태원 간 사람들이 안 걸리길 바래야지
##지 받았?,북한지령 받았니?
그 여자 집에 한 번,그 여자 집에 한 번 더 찾아가 볼까
##으세요 구원받습니다,예수 믿으세요 구원받습니다
##도 크고 얼굴도하게 생겨서 그런거지,형이 키도 크고 얼굴도 훈훈하게 생겨서 그런거지
귀신 믿고 믿을 있지 네가 왜 써?,귀신 믿고 싶으면 믿을 수도 있지 네가 왜 신경 써?
아 걔네년처럼 또 시위,아 걔네 19년처럼 또 시위함?
너처럼해지려면 어떻게 해야,너처럼 부지런해지려면 어떻게 해야 해?
,야 저기 봐봐
##야지,거짓말도 정도껏 쳐야지
N번방 심리 다 지원해 줘야한다,N번방 피해자들 심리치료 다 지원해 줘야한다.
근데 그게 위드코로나를한다면 이기적인,근데 그게 위드코로나를 방해한다면 이기적인 행동 아닐까
사람을 때려 그럼ㅋ,갑자기 사람을 왜 때려 그럼 ㅋㅋㅋ
와 너 애. ㅋ,와 너 무서운 애였구나..ㅋ
남자들도 레깅스랑팬츠어줘,남자들도 레깅스랑 핫팬츠 입어줘.
동남아,동남아 여자들이 불쌍하다
,말 너무 심하네
##계실 해라.,살아계실 때 잘 해라.
다 끼리끼리 만난다는데 그런도니까 사귀겠지,다 끼리끼리 만난다는데 그런 거라도 맞으니까 사귀겠지.
가족 상품으로 쓰는?,가족 상품으로 해서 쓰는 중인데?
##하기도 덥고는 게 더 싸,반찬하기도 덥고 사먹는 게 더 싸
패고 싶은데,왜 사람을 패고 싶은데?
[UNK] 이될,[UNK]이 당선될 줄은 몰랐다
애초에 그냥 보여주기 식으로 구춘,애초에 그냥 보여주기 식으로 구색맞춘 거겠지
전학 남자 봤어? 엄청 잘더라,전학온 남자애 봤어? 엄청 잘생겼더라
뇌파로 조종하는 휠체어 조립형 미니장기도 가능하다,뇌파로 조종하는 휠체어도 있고 조립형 미니장기도 가능하다더라
##이나 치매도 고칠수거 같은데?,암이나 치매도 고칠수 있다고 본거 같은데?
암이나 치매들의 가족들 희소식이겠다.,암이나 치매환우들의 가족들에겐 희소식이겠다.
##는 몰라도 여자하고 해야지,연애는 몰라도 결혼은 전문직 여자하고 해야지
##가 날로 심해져서 한밤 중에 남자면더라,성범죄가 날로 심해져서 한밤 중에 남자 마주치면 무섭더라
성범죄 때문에 남자를 무서워할 수 밖에 없는게 팩트 왜를 거세,성범죄 때문에 남자를 무서워할 수 밖에 없는게 팩트인데 왜 시비를 거세요
##도 잘,지지자들도 잘 생각해야 됨
유튜버 하기는줄,유튜버 하기는 쉬운줄 알아?
연기가 아니라사이,연기가 아니라 진짜 부부사이같다
[UNK] 은 부인이랑이 잘,[UNK]은 부인이랑 합이 잘 맞나봐
##까 여성가족부는 꼭 필요한거 같다.,너 얘기를 들으니까 여성가족부는 꼭 필요한거 같다.
너에서 등이야,너 반에서 몇 등이야?
,야 미안해ㅠ
너는 살인을,너는 왜 살인을 했냐?
벌레 같다고 느꼈 소중,벌레 같다고 느꼈어도 생명은 소중해
너는 서게꺼야,너는 법정에 서게 될꺼야
##클 사람들이 자전거지 그 복장으로 걸어다니니?,싸이클 타는 사람들이 자전거 탔지 그 복장으로 걸어다니니?
##이 없으면 처리를 못해드립니다...,죄송합니다만 도장이 없으면 처리를 못해드립니다...
,정권교체가 절실하다
##한 여자랑 해?,동거한 여자랑 결혼을 어떻게 해?
##이랑 산 게 더러운,애인이랑 산 게 더러운 일임?
##딩이네,존중 불가능한 워딩이네
중국할 때 개인정보 유출해야됨,중국 어플 설치할 때 개인정보 유출 감수해야됨
없는 좋은이 중국에 그렇지,한국에 없는 좋은 어플이 중국에 있으니까 그렇지
##인건 사실이지,나라가 엉망인건 사실이지
##살 되도록 결혼 못 하고 있으니까 이제 초조,36살 되도록 결혼 못 하고 있으니까 이제 진짜 초조해
도대체 대통령이 이렇게 북한에적인,도대체 대통령이 왜 이렇게 북한에 호의적인거냐
##만 봐도 이미 확정 듯,지지율만 봐도 이미 확정된 듯 한데
[UNK] 이,[UNK]이 지지율은 더 높음
[UNK] 은 [UNK] 겁,[UNK]은 [UNK] 겁내고 있음
##랑하다가,친구랑 이야기하다가 싸움
이번에 언니 또 임신해서 낳으면 이제명이야 ㅋㅋㅋ,이번에 언니 또 쌍둥이 임신해서 낳으면 이제 애기 다섯명이야 ㅋㅋㅋ
인생 찌질이 특징 10봤어,인생 찌질이 특징 10가지 읽어봤어?
173cm 유튜버 누나,키 173cm 유튜버 누나 너무 예뻐
코가자구만 일본만하네,우리나라 코가 석자구만 일본 비판만하네
걔는 재수 망했다,걔는 재수도 망했다며?
##하면 울 거지 왜 그런 것 가지고 뭐라 그러냐?,속상하면 울 수도 있는 거지 왜 그런 것 가지고 뭐라 그러냐?
코로나 같아서 사람들이,코로나 같아서 사람들이 무서워 하잖아요
같은 루저가 살기엔 서울은 치열,나 같은 루저가 살기엔 서울은 너무 치열하다
젊다고 다 건봐,젊다고 다 신선한 건 아닌가봐
와 너네 이제 폭탄되는거?,와 너네 이제 건보료 폭탄 내야되는거 앎?
[UNK] 거,[UNK] 시위 하는 거 봤냐
아 그 시 옷 모여서 한 거?,아 그 시꺼먼 옷 입고 모여서 한 거?
난 그래서 그 입은 여자 보면 피했잖아,난 그래서 그 날 검은 옷 입은 여자 보면 피했잖아
##ㅋ네,ㅋㅋㅋ 현명한 선택이네
"##딸 자살, 아들딸까지 너무 불행한 많았다","막내딸 자살, 아들딸 이혼까지 너무 불행한 일들이 많았다"
얘네 죽 진짜,얘네 때문에 답답해 죽겠어 진짜
##에 색소침착이 되어 이가래진다,치아에 색소침착이 되어 이가 누래진다잖아
사람은인상이 중요하다 이가래서 어째,사람은 첫인상이 중요하다는데 이가 누래서 어째
,곧 가야지.
##들끼리 얼굴 급 너무 거 아냐?,배우들끼리 얼굴 급 차이가 너무 나는 거 아냐?
맞아들은생겼는데,맞아 예전 배우들은 잘생겼는데
##j들한테 왜씩 갖다바치는지 이해가 간다,bj들한테 왜 몇천씩 갖다바치는지 이해가 안 간다
못하면서 월북 하 ㅋㅋㅋ,알지도 못하면서 월북을 하래 ㅋㅋㅋ
국가도 아니거든,북한은 공산주의 국가도 아니거든
##하고 잠수 타 ㅋㅋ,신고하고 잠수 타 ㅋㅋ
##하는 것밖에 못하나봐,쟤는 나 따라하는 것밖에 못하나봐
뭐가 아쉬워서 너를?,쟤가 뭐가 아쉬워서 너를 따라하냐?
##적 줄도 알아야지,적당히 이타적일 줄도 알아야지
주제에 사는게 볼품 삶임,주제에 맞게 사는게 가장 볼품있는 삶임
##도 안챙겨주는 알바 때려까?,최저시급도 안챙겨주는 알바 때려칠까?
[UNK]려나 보다,[UNK] 이제 안 도우려나 보다
쎄게 좋겠다,실형 쎄게 받았으면 좋겠다.
병아리 사진이야지,우리집 병아리 사진이야 귀엽지?
울어야 타이밍을 대놓고 드러낸다,울어야 할 타이밍을 대놓고 드러낸다 해야하나
##를하는 나라잖아!,우리나라가 효도를 중시하는 나라잖아!
부모를 다룬 한국인이면 울어야지,당연히 부모를 다룬 영화가 많은데 한국인이면 울어야지
말도 하는 동물들하는 인간은 도대체?,말도 못 하는 동물들 학대하는 인간은 도대체 뭐야?
"심지어 저런 애들도 여자친구도 있고,인?","심지어 저런 애들도 여자친구도 있고, 유부인 애들도 있던데?"
,배가 너무 아프다
##가 한 줌,허리가 한 줌인데?
##했냐??,얘 성형했냐??
니들은 개천난다는 말도,니들은 개천에서 용난다는 말도 모르니
가난한 집에 태어나서하는 사람들이,가난한 집에 태어나서 대성하는 사람들이 얼마나 많은데
인터넷 뉴스 보니까 어떤이 지쏠인 거 비관해서 5명한테 총기 난사 했다던데 ㅋㅋ,인터넷 뉴스 보니까 어떤 영국인이 지 모쏠인 거 비관해서 5명한테 총기 난사 했다던데 ㅋㅋㅋ
미성년자 성폭력범은 다른 죄수한테 고문이나 살해되는함,외국에서 미성년자 성폭력범은 다른 죄수한테 고문이나 살해되는 일이 빈번함
##이면 잠잠까,언제쯤이면 좀 잠잠해질까
30만 원 넘는 [UNK]이은 적어도 연해서 껍질까지 먹어도 된.,30만 원 넘는 [UNK] 수박이 단맛은 적어도 연해서 껍질까지 먹어도 된대.
능력이 중시되는 사회는 능력이 없으므로 패스,능력이 중시되는 사회는 좋지만 내가 능력이 없으므로 패스
군의관은 의사가 아니지,군의관은 의사가 아니지 않나?
군의관도 의사가 맞긴 의사 끌려온 거니,군의관도 의사가 맞긴함 의사하다가 끌려온 거니까
영국에서 병원 직원이 능욕 자백,영국에서 병원 직원이 시신 능욕했다 자백함
그리고 어떻게 년을지?,그리고 어떻게 몇 년을 안 걸렸지?
##하고 부러운데 ㅋㅋㅋ,난 진심으로 대단하고 부러운데 ㅋㅋㅋ
사기 친 번해야 하는 거 아니야?,사기 친 기업이 번 돈을 몰수해야 하는 거 아니야?
ㅋㅋ 치어리더도 머리 짧 페미 생기,ㅋㅋ 치어리더도 머리 짧다고 페미논란 생기네
예순된 [UNK] 머시기가 보디딩했.,예순된 [UNK] 머시기가 보디빌딩 우승했대.
"환갑에 그 몸이면이 나오지, 토가.","환갑에 그 몸이면 감탄이 나오지, 토가 왜 나오냐."
여자가 남자게 심리는?,여자가 남자 좋아하게 되는 심리는 뭐냐?
##소리 듣기,아기 우는소리 듣기 싫다
한 번자,한 번은 봐주자~
장애가 반드시 불쌍한,장애가 있다고 반드시 불쌍한건 아니예요
##명을 넘겼는데 이건 선동을 해서라도 낮춰야지,확진자 수가 2천명을 넘겼는데 이건 선동을 해서라도 낮춰야지
그래도 그 보통 자?,그래도 그 자리가 보통 자린가요?
김의원님께 뭘면 비례대표 자리 하나 줄 수?,제가 김의원님께 뭘 드리면 비례대표 자리 하나 줄 수 있나요?
이거 훅 치고 들어오시네. 남자 걸 물어보는건 걸 줄 수 있다는 뜻인가요?,이거 훅 치고 들어오시네. 남자에게 원하는 걸 물어보는건 원하는 걸 줄 수 있다는 뜻인가요?
그진어?,그 아이돌 과거사진 봤어?
초딩? ㅋㅋㅋ 님은 살인,초딩? ㅋㅋㅋ 님은 몇 살인데요?
나살인 물어봐?,나 25살인데 왜 물어봐?
##상한 음악 틀어놓고 꿀꿀ㅋㅋㅋ,요상한 음악 틀어놓고 꿀렁꿀렁ㅋㅋㅋ
진짜 바보인가봐,나 진짜 바보인가봐
##이 많은야. 피해야돼,카페인이 많은 음료수야. 피해야돼.
너는 여자가 같은 여자들 보고까지겠냐,너는 여자가 같은 여자들 보고 그렇게까지 말해야겠냐?
같은니까 내 저런 애들 보면 나는거야.,같은 여자니까 내 입장에서 저런 애들 보면 화가 나는거야.
살 많이 뺐 다이어트 아니고 당뇨인듯,살 많이 뺐는데 다이어트 아니고 당뇨 합병증인듯
[UNK] 은 일찌감치 하고도 했는데 얘기가,[UNK]은 일찌감치 사과도 하고 자숙도 했는데 얘기가 다르지
내가 그때 새엄마한테 심하게 말하지 내 동생은 살 있었을 거야,내가 그때 새엄마한테 심하게 말하지 않았더라면 내 동생은 살 수 있었을 거야
