masked,original
ㄹㅇㅋㅋ 복귀하고 그동안 선동 말하면 그만 ㅋㅋㅋ,ㄹㅇㅋㅋ 복귀하고 그동안 선동 됬었다 말하면 그만임 ㅋㅋㅋ
##의 삶 대부분이 보냈는데 당연하지 ㅋㅋ,지금까지의 삶 대부분이 방송을 하면서 보냈는데 당연하지 ㅋㅋ
ㅇㅇ 맞음 [UNK] 급 막장 사건 터지는거 아니고서야 충분히 복귀해도 되고 또다시 별풍쏘고 해주니까 별쓸.,ㅇㅇ 맞음 [UNK]급 막장 사건 터지는거 아니고서야 충분히 복귀해도 되고 또다시 별풍쏘고 해주니까 별신경 안쓸듯.
##거지. 아무리 사람들 시선이나 써 봐야 돈 안되면 그만임.,현명한거지. 아무리 사람들 시선이나 여론 신경 써 봐야 돈 안되면 그만임.
자리가 그렇게 더럽,자리가 왜 그렇게 더럽냐?
치 거,치울 거거든?
센이 매일 이 일을 하시면 되겠네요.,그럼 힘이 센 그쪽이 매일 이 일을 하시면 되겠네요.
몇 잔다고 얼굴이 벌써 벌?,몇 잔 마셨다고 얼굴이 벌써 벌게졌어?
두지를ㅡㅡ,무슨 두더지를 잡아ㅡㅡ
##자 둘이라며 고소로 밀어붙이 역효과 듯,폭로자 둘이라며 고소로 밀어붙이려다가 역효과 난 듯
김 비서도 다리도 하고?,김 비서도 다리 제모도 하고 그래?
말씀이십니다. 보.,말씀이 과하십니다. 나가 보겠습니다.
##을 그 정도는 해줘야지 ㅇㅈ?,팬을 위해선 그 정도는 해줘야지 ㅇㅈ?
##만줘도 좋아해서,공만 던져줘도 좋아해서 귀여워
풍선이로버렸다,풍선이 하늘로 날아가버렸다
,아이고 어떡해
##길래? 나도 한 번 가보자 얼마나 이쁜 사람이 몰리는지,서울 어디를 갔길래? 나도 한 번 가보자 얼마나 이쁜 사람이 몰리는지
성매매 여성들한테 쥐어주는 거야?,성매매 여성들한테 보조금은 왜 쥐어주는 거야?
가르치다랑다 틀리는 사람,가르치다랑 가리키다 틀리는 사람 많더라
그냥 본인이 거지,그냥 본인이 신경 안 쓰는 거지
네 아버지가 너,네 아버지가 너 자랑 많이 하던데
##한테 해드려라 너 아끼시던데.,아버지한테 잘 해드려라 너 많이 아끼시던데.
아래냄새 또 시작이네,아래집 담배냄새 또 시작이네
한국 일본. jg,한국 좋아하는 일본 배우.jpg
사업 설명은 잘 듣고 왔지요? 총알 배팅 회수하는데만달 걸.,사업 설명은 잘 듣고 왔지요? 총알 배팅한거 회수하는데만 석달 걸립니다.
좀서 인생 급이지,좀 보태서 내 인생작품 급이지
아니 서로 합의 하에 연인처먹는 시대인거야?,아니 서로 합의 하에 연인 관계 돼도 욕처먹는 시대인거야?
세상한척척척,세상 쿨한척척척ㅠㅠ
시험치면 올백도어,시험치면 올백도 많이 맞았어
지가 더 되는데 애 있다고 서비스 바래,지가 하나 더 시키면 되는데 애 있다고 서비스를 바래
##도 잘추고잖아,왜 춤도 잘추고 멋있잖아
##살에 임신 코로나에 걸렸,17살에 임신했는데 코로나에 걸렸대
애엄마 안되니?,애엄마 걱정은 안되니?
인데도 보는 애들은 뭘까 아직도 애인가?,성인 인데도 디즈니 영화 보는 애들은 뭘까 아직도 애인가 ?
##도 거?,볼수도 있는 거 아니냐?
이슬람 아이들은 먹기,이슬람 아이들은 급식을 먹기 힘들지
번개 맞고도 살아 있네,번개 맞고도 살아난 사람이 있네
[UNK] 고급주택단지에서 공공도로를 사유화네,[UNK] 고급주택단지에서 공공도로를 주민들이 사유화했다네.
도로 한복판에 경비실과 차량 차단기를 설치해서 사람 못들어오게.,도로 한복판에 경비실과 차량 차단기를 설치해서 다른 사람 못들어오게 했다더라.
##가 아파서 병원에 다녀 될 듯.,허리가 아파서 병원에 다녀와야 될 듯해.
##따위.,난 운따위 안믿어.
와 [UNK]투 춘,와 [UNK] 제로투 잘 춘다
,그러니까 장난 없네
##j들이 추는 거랑은,일반 bj들이 추는 거랑은 다름
너 내 남자랑 잤다며 그럴 수 있어,너 내 남자친구랑 잤다며 어떻게 그럴 수 있어?
##ㅋㅋ 졌 잘다?,ㅋㅋㅋㅋ 졌지만 잘 싸웠다?
저 대리는 말만 하면 싸,저 대리는 말만 하면 분위기 싸해지네
##지?,너 방귀 꼈지?
##사나 보네.. 살아?,오 잘사나 보네..아파트 살아?
##들 울음 소름끼쳐,고양이들 울음소리 소름끼쳐
경상도 사는 게 답이,그나마 경상도에 사는 게 답이네요
##니긴,생각해보니 그렇긴하네
인조,다 인조아니야?
,죄송합니다.
암 투병 중이라고 속이고 후원금을 유흥에,암 투병 중이라고 속이고 받은 후원금을 유흥에 썼데
저런 걸라고 받아주냐,저런 걸 광고라고 받아주냐?
,아 일하기 싫어
쌤 아파서 조할게요,쌤 저 배가 아파서 조퇴할게요
너 달 6야,너 이번 달만 6번째야
저애가 어때서 들고일이 맞으면 가능하지,저애가 어때서 서로맘에 들고 스탈일이 맞으면 가능하지
걔는 진짜 밥더라,걔는 진짜 밥 잘먹더라
,자기가 책임져야지
후줄 갔냐?,후줄근하고 입고 갔냐?
##름과 구원을하는 기독교인이 되나?,올바름과 구원을 이야기하는 기독교인이 그래도 되나?
이은 유치한 것.,이 음악은 좀 유치한 것 같아.
##간하던데,랩 엔간하던데.
같은.,나 같은 사람 많아.
자살한 게 걔은.,가족이 자살한 게 걔 탓은 아니잖아.
근데 남자들 진짜 용돈 받아서 사는 남자들,근데 남자들 중에 진짜 용돈 받아서 사는 남자들 있어?
##를 많이 받았나봐.,요새 스트레스를 너무 많이 받았나봐.
도 [UNK] 인,[UNK]도 [UNK]인 건 맞는데
##하는 것 같은데 관리 못 하고 나왔네.,오랜만에 복귀하는 것 같은데 관리 제대로 못 하고 나왔네.
##된 것만 봐도 숨히는데 알바생은 얼마나 숨히겠냐..,진열된 것만 봐도 숨막히는데 알바생은 얼마나 숨막히겠냐..
그런시키지 예쁘고 날씬한얘들도,그런 일반화시키지마 예쁘고 날씬한얘들도 많아
밤에 밖에지겠다,밤에 밖에 돌아다니지 말아야겠다
와연을 김풍이 만들었구나,와 카연갤을 김풍이 처음 만들었구나
##풍 정도면 원조일 거?,김풍 정도면 원조일 거 같지 않나?
누가 집 있는 택배 훔쳐.,누가 우리 집 앞에 있는 택배 훔쳐갔어.
##서는 놈들은 생각이 있는 거냐?,산에서 담배 피우는 놈들은 생각이 있는 거냐?
경찰 두 명이 운전하고 가다가 진짜 보이스 피싱대,경찰 두 명이 운전하고 가다가 진짜 우연히 보이스 피싱범을 잡았대
[UNK] 은 정치하기엔 감이 안 되는,[UNK]은 정치하기엔 감이 안 되는 것 같아.
"아니 [UNK] 도 문제지만, 저 문제인.","아니 [UNK]도 문제지만, 저 캠프 사람들도 문제인 듯."
5 내외 하셨으면 얼마나,5장 내외라고 하셨으면 얼마나 좋아요
아집 공사 죽을 거,아 윗집 공사 소리 죽을 거 같아
방송을 개를 하는,방송을 도대체 몇 개를 하는 거야
남친이 짧은 거할 수 있어?,남친이 짧은 반바지 입는 거 허용할 수 있어?
양평에 [UNK] 갤러리 폐쇄한다는데? 개조물이 그거ㅋㅋ,양평에 [UNK] 갤러리 폐쇄한다는데? 불법 개조물이래 그거ㅋㅋ
##릴라면 완전 이성을 잃었나보네,사람들이 말릴정도라면 완전 이성을 잃었나보네
예뻐서 다른 구경 하러 오 그 애?,엄청 예뻐서 다른 학교에서 구경 하러 오던 그 애?
하긴 유학 올 정도 형편 애들은 학교에서 보면도 별로,하긴 유학 올 정도 형편 괜찮은 애들은 학교에서 보면 마찰도 별로 없음
##꼬대를 할 수도 있지.,사람이 잠꼬대를 좀 할 수도 있지.
##지 길게지 너한테 달렸어,짧게 끝낼지 길게 끌지 너한테 달렸어
##족들에서 공부가 잘 되긴 하는 거야?,카공족들 카페에서 공부가 잘 되긴 하는 거야?
그리고 그것도 졸부들,그리고 그것도 졸부들 얘기지
원래 부자들은 하고도 누릴 거면서 즐겁게 잘만 산다,원래 부자들은 일 안 하고도 누릴 거 누리면서 즐겁게 잘만 산다
##제 보려고 길거리에서 잔거,[UNK] 가요제 보려고 길거리에서 잔거 실화냐
##ㅋ 꾸준히하는 만큼 꾸준히 퇴사를,ㅋㅋㅋ 꾸준히 입사하는 만큼 꾸준히 퇴사를 하니까
##색겠는데 쇼핑은 해야 하니까,구색은 맞춰야겠는데 쇼핑은 해야 하니까
##도 저 안에서 서로 거야,쟤네도 저 안에서 서로 눈치보는 거야
여자한다고 먹을,여자 배신한다고 욕 먹을까봐
##선 정신병 사형시키는 게 위헌,미국에선 정신병있으면 사형시키는 게 위헌이래
아 미안 나이 고장,아 미안 나 이어폰이 고장났어ㅠㅠ
많이서 짜증나 죽는 줄,차가 많이 막혀서 짜증나 죽는 줄 알았어
,그럼 먹지마
배우는 왜 저 나이에 저 갔,저 배우는 왜 저 나이에 저길 갔대
##지면 괜찮은 애야 ㅋㅋ,그래도 친해지면 괜찮은 애야 ㅋㅋ
하 시킨 했어 안했?,하 어제 시킨 일 했어 안했어?
##으면 인생 쉽게 살았을 텐데.,내가 여자로 태어났으면 인생 쉽게 살았을 텐데.
,코로나에 걸렸데
병풍 과학자라는 모욕이 가당 해,병풍 과학자라는 모욕이 가당키나 해?
##라서 그렇지으로 남자 티 다남,사진이라서 그렇지 영상으로 보면 남자 티 다남
한국 래퍼들 거의 마약,한국 래퍼들 거의 다 마약했대
마약이 얼굴이랑 ㅋㅋ,마약이 얼굴이랑 뭔 상관이야 ㅋㅋ
[UNK] 예능 [UNK] 하면서 너무 먹어서 고소 한다,[UNK] 예능 [UNK] 촬영 하면서 악플 너무 먹어서 고소 한다더라
무슨 전라도 사는 중고 거래 사기치려다가 제대로 걸렸잖아.,무슨 전라도 어디 사는 사람이 나한테 중고 거래 사기치려다가 제대로 걸렸잖아.
너는 왜 그렇게 더러운,너는 왜 그렇게 더러운 상상을 하니?
저까?,저 여자 얼마나 벌까?
ㅇㅈ 남 탓하고 기 할이나 했으면,ㅇㅈ 남 탓하고 기싸움 할 시간에 연습이나 했으면
없어서 그러냐 아까워,돈이 없어서 그러냐 아까워서 그렇지
[UNK]는 그때도 하고?,[UNK] 오너는 그때도 [UNK]하고 있었나?
,그걸 이제 알았냐
##들 연예하는건 좋은데 티는 좋겠음,아이돌들 연예하는건 좋은데 티는 안내면 좋겠음
인생이 망했?,인생이 갑자기 왜 망했어?
##을 조져버렸,시험을 조져버렸어.
엄마한테 죽을 말야,나 엄마한테 죽을 수도 있단 말야
나이가 들어도 성욕들지를 않는 거냐?,나이가 들어도 성욕이 왜 사그라들지를 않는 거냐?
저시킨 대체 누구냐?,저 법을 통과시킨 국회의원은 대체 누구냐?
##자로 사는 것도 아프간에서 성소수자로 산다는건 얼마나 끔찍한 일일지 상상도 안된다.,가뜩이나 성소수자로 사는 것도 힘든데 아프간에서 성소수자로 산다는건 얼마나 끔찍한 일일지 상상도 안된다.
그러게 그런자가 될 수 있다는 건 반대로 말하면 성소수자가 되는건 타고 거라고 생각되기도 하고,그러게 그런 사회에서 성소수자가 될 수 있다는 건 반대로 말하면 성소수자가 되는건 타고나는 거라고 생각되기도 하고
##같음 애도 못 것 같아,나같음 무서워서 애도 못 가질 것 같아
아님? 아니면 [UNK] 도 맛있지,당연히 [UNK] 아님? 아니면 [UNK]도 맛있지
##에로 대화하는 사람들,저쪽에 수화로 대화하는 사람들 있어
그런게 뭐가 중요해 서로 해도 좋지,그런게 뭐가 중요해 서로 사랑하면 뭘 해도 좋지
나 [UNK] 요즘 완전 찍어가지고 보관해야할지,나 [UNK] 요즘 완전 많이 찍어가지고 어떻게 보관해야할지 모르겠음
맞아.라도은 용서 못해,맞아. 어떤 상황이라도 바람은 용서 못해
감전 될 수 화장실에서기 말리,감전 될 수 있으니까 화장실에서 드라이기 말리지마
또?도,또? 아까도 갔잖아
##게 아직도 남아 있냐?,아까 먹은게 아직도 남아 있냐?
이번에 [UNK] 여행가는데 소세지 완전지,이번에 [UNK] 여행가는데 소세지 완전 많이 먹고 와야지
엉 그냥 거기 아빠도고 좋다해서,엉 그냥 거기 아빠도 일하고 계시고 좋다해서 가는데
사람는과 의리인데 둘 중 하나라도면 바로 절교해야함,사람관계는 믿음과 의리인데 둘 중 하나라도 깨지면 바로 절교해야함
식당 사장이 배달 사람도 못 하면 쓰나,식당 사장이 배달하는 사람 화장실도 못 쓰게 하면 쓰나
##쑝 즐거운 하루 보내자,오늘도 울트라 캡쑝 즐거운 하루 보내자
아니. 취직도 아닌 취업도 아닌의 길로 갈.,아니. 난 취직도 아닌 취업도 아닌 제3의 길로 갈꺼야.
사람도 여자 말고의 있으면 얼마나 좋아,사람도 남자 여자 말고 제3의 사람이 있으면 얼마나 좋아
중도는 도덕에나 있는거야. 중도가 아니라 우유단,중도는 도덕에나 있는거야. 잘못하면 중도가 아니라 우유부단한거야
##이 싫어. 다른 사람 따라서 사는 삶이 싫어,난 그런 시선이 싫어. 다른 사람 따라서 사는 삶이 싫어
결국 남의 시선에어 살아라는 거네. 기억해. 알바도 정식 직장보다 않은.,결국 남의 시선에 맞추어 살아라는 거네. 기억해. 알바도 정식 직장보다 나쁘지 않은거야.
ㄹㅇ 널한 누가 만들었음?,ㄹㅇ 널널한 바지 유행 누가 만들었음?
불륜가 인기 있을 일이야,불륜드라마가 이렇게 인기 있을 일이야?
##으니까 이제 마스크 안쓸거임 ~,나 백신 맞았으니까 이제 마스크 안쓸거임~
맞아.. 결국에는 여자들 몸만지.. 어린나이에도 좋지 지우는게 나을거같아..,맞아..결국에는 여자들 몸만 상하지..어린나이에 환경도 좋지못하면 지우는게 나을거같아..
"하고 못하는 남자 보면, 왜 못하는지 이해가 됨","연애 하고 싶어도 못하는 남자애들 보면, 왜 못하는지 이해가 됨"
"여자애들이 문제라, 실제로는 지가 문제지.","지는 여자애들이 문제라 생각하지만, 실제로는 지가 문제지."
저주인공같은 사람이랑었으면 좋겠네,저 드라마 남자주인공같은 사람이랑 사귀었으면 좋겠네
혹시 남자애 거?,아 혹시 저 남자애 말하는 거?
##는 그냥 주제에 뭐 그리쌈??,회는 그냥 생선 주제에 뭐 그리 비쌈??
그러다고 너가 한국인이 아닌건 헬조선헬조선,그러다고 너가 한국인이 아닌건 아니잖아 헬조선헬조선 그러지 마라
,내가 뭘?
##퇴 싶다,자퇴하고 싶다
그런 걸 배워서 청출람,그런 걸 배워서 청출어람하자.
너는 여자가 니이야,너는 어떤 여자가 니 스타일이야?
니 보니까 나같아도 그러겠더라,저번에 한번 니 여친 보니까 나같아도 그러겠더라
기사 댓글에서 전라도 보이더라고,기사 댓글에서 전라도 비하 댓글이 많이 보이더라고
야 월 300 버는 취집이냐?,야 월 300 정도 버는 애한테 무슨 취집이냐?
##하네,미국을 정말 찬양하네
내가 싫다고 왜 자꾸 따라 오면서 훔쳐 봐,내가 싫다고 했는데 왜 자꾸 따라 오면서 나를 훔쳐 봐?
,아깝다
##를 했어도 때가 나오네,세수를 깨끗이 했어도 때가 나오네
아 입을,아 한번 입을 수도 있지
##게였네,손쉽게 가능한 거였네
넌 무릎이냐?,넌 맨날 무릎이 아프냐?
##는 소리 그만해,아프다는 소리 좀 그만해
무릎는 못 하냐?,내 무릎 아프다는 소리도 못 하냐?
저 선비들이 또,저 보면 선비들이 또 나섰다
사기꾼,웬 사기꾼?
너 남자한테 받으려고 페미니즘하는,너 남자한테 관심 받으려고 페미니즘하는 거야?
오 물 좋았,오 거기 물 좋았어?
##겠네ㅋㅋ,오랜만에 갔는데 아쉬웠겠네ㅋㅋ
너는 [UNK] 같은 데J들에 별풍선 주는거 이해 돼,너는 [UNK] 같은 데에 BJ들에 별풍선 주는거 이해 돼?
근데 남친이 여캠 한에 빠져서 줬더라,근데 남친이 여캠 한 명에 빠져서 200만원을 줬더라
버스 발작이냐?,저 버스 왜 갑자기 발작이냐?
##ㅋ 말고는 다 문제가 하나씩 있음 ㅋㅋ,그러니까 ㅋㅋㅋ 서울 말고는 다 문제가 하나씩 있음 ㅋㅋ
[UNK] 어 할 줄 암? 언어만 통하면 외국인 남친고,[UNK]어 할 줄 암 ? 나도 언어만 통하면 외국인 남친 사귀고 싶음
조금 할 줄 알음ㅋㅋ 그리고는 사귀면서잖아,엉 조금 할 줄 알음ㅋㅋ 그리고 언어는 사귀면서 늘잖아
저런 연예인들은 불매운동이라도 해야,저런 연예인들은 불매운동이라도 해야하지 않을까?
##지,아니 안 친하지
##게,오늘 내가 쏠게
,공개했는데요
죽었는데 자업자득이라는 소리가,사람이 죽었는데 어떻게 자업자득이라는 소리가 나오냐
파우스트이네,파우스트 진짜 명작이네.
##만 하다가 [UNK] 몸매 되겠어.,나 근력 운동만 하다가 [UNK] 몸매 되겠어.
야ㅋㅋ [UNK]처럼 되는 게 일인 아냐?,야ㅋㅋ[UNK] 선수처럼 되는 게 쉬운 일인 줄 아냐?
아 작아서,아 죄송합니다 제가 목소리가 작아서
답없는 대한민국 국민들,정말 답없는 대한민국 국민들..
응 돈이 없지만 싼 후 정도는 시켜줄 수 있겠다!,응 돈이 별로 없지만 싼 후라이드 정도는 시켜줄 수 있겠다!
##가 사라졌으면 해야지,항체가 사라졌으면 당연히 새로 해야지
##야 하지,대화가 통해야 토론을 하지
여고생 어깨에 실수로 기생기니까 봐주더라,여고생 어깨에 실수로 기댔는데 잘생기니까 봐주더라
거짓말 자주하는있는데 이제는 얘가 무슨 소리를 하던 못믿겠어 나쁜??,거짓말 자주하는 친구가있는데 이제는 얘가 무슨 소리를 하던 못믿겠어 내가 나쁜거야??
나 알바 요새 되게 열심히 하고 있어 이번에 엄마 생 가방리고 싶거든,나 알바 요새 되게 열심히 하고 있어 이번에 엄마 생신인데 가방 사드리고 싶거든
##는 그냥 주제에 뭐 그리쌈??,회는 그냥 생선 주제에 뭐 그리 비쌈??
그러다고 너가 한국인이 아닌건 헬조선헬조선,그러다고 너가 한국인이 아닌건 아니잖아 헬조선헬조선 그러지 마라
##자 전형이다 아무나 다 뽑자나,특기자 전형이다 뭐다 해서 아무나 다 뽑자나
못난을 언제 고칠래,못난 습관을 언제 고칠래
쟤 진짜 추 같아,쟤 진짜 춤 잘 추는거 같아
,저출산 문제 심각하네
요실 아니고 뭔가야가 찔끔찔끔 새는 기분이야,요실금도 아니고 뭔가 쉬야가 찔끔찔끔 새는 기분이야 요새
##들 불쌍하다 우리도할까?,애기들 너무 불쌍하다 우리도 기부할까?
솔직히 아직도 여자들 사회인 찐이잖아,솔직히 아직도 여자들한테 불리한 사회인 건 찐이잖아
나도 여자랑 가고 놀고,나도 여자애들이랑 카페 가고 놀고 싶어
##를 즐기는 게 정신이래매?,승패를 떠나 즐기는 게 올림픽 정신이래매?
오늘 [UNK]방 하는 날이다.방사수하자,오늘 [UNK] 첫방 하는 날이다. 본방사수하자.
,그게 뭐임?
##들이야,불쌍한 인생들이야
이렇게 꾸미고 클럽 여자들은 안 봐주,이렇게 꾸미고 클럽 가도 여자들은 나 안 봐주더라
,뉴스를 그만 봐야지
##을 고치는게 제일 힘드니까 평생 먹지,생활습관을 고치는게 제일 힘드니까 평생 약을 먹지
고치 금방 해이 다시지잖아.,고치더라도 금방 해이해지면 다시 안좋아지잖아.
[UNK] 가 [UNK] 랑 같이 떨어져 죽는건 개연 것.,[UNK]가 [UNK]랑 같이 떨어져 죽는건 개연성 없는 것 같아.
"여자가 품으면 오뉴월에도 서리가 내린다, 뭐 그런지?","여자가 한을 품으면 오뉴월에도 서리가 내린다, 뭐 그런 얘긴지?"
여자만 유독 감정에 지배당하는 존재로 것 별로였어.,여자만 유독 감정에 지배당하는 존재로 그려지는 것 같아서 별로였어.
성을 이용하는 여자가 꼭 하는가도야.,성을 이용하는 여자가 꼭 나왔어야 하는가도 의문이야.
##하게 생겼나 봐,몰라 내가 만만하게 생겼나 봐
너는 사람이데 반응이 이렇게 느려?,너는 사람이 부르는데 반응이 왜 이렇게 느려?
그 지가 찍지도,그 사진 지가 찍지도 않은 거래
우리 아들 운전 개데 있나봐,우리 아들 운전 개잘하는데 재능이 있나봐
##도 없는데 운전을어?,면허증도 없는데 운전을 시켰어?
여자들은 어느이든한는걸 좋아하는 듯,여자들은 어느 계절이든 아이템 장착한는걸 좋아하는 듯
##들이 많이 입주했나보네.,오 젊은 부부들이 많이 입주했나보네.
탔는데 옆자리 여자 진하더라,버스 탔는데 옆자리 여자 향수 너무 진하더라
아 버스에 뿌리고 타면 좀?,아 버스에 향수 많이 뿌리고 타면 좀 그런가?
덕에 돈지 모르나 보네,누구 덕에 돈 버는지 모르나 보네.
나사직 당할 것,여보 나 권고사직 당할 것 같아
,춤 배우고 싶다
야... 아무리 그래도 똥독은지,야... 아무리 그래도 똥독은 심하지 않아?
##도 쳤지,여태까지도 사고는 많이 쳤지
아버지가 있겠냐,아버지가 국회의원인데 보고만 있겠냐
##하기 전에 그냥세요,신고하기 전에 그냥 가져가세요
"코 완전 오똑하게다,거? 부럽다","코 완전 오똑하게 예쁘다, 타고난거겠지? 부럽다"
미제들 다시하기 귀찮은가보네,미제사건들 다시 검토하기 귀찮은가보네
코로나 동양인 당했,코로나 때문에 동양인 폭행 당했데
##따라 머리가 안 돌아가네,오늘따라 머리가 안 돌아가네
너 알잘딱센 이라는?,너 알잘딱깔센 이라는 단어 아냐?
입뺀 당했,클럽 입뺀 당했어
아다 밥이나 먹으러갈까?,아.. 배고프다 밥이나 먹으러갈까?
!!지,야!! 놀리지 마라
##남노,니돈 얼마남았노
##겟네 깜빡겟지 가보자,알고 그랫겟네 깜빡했겟지 가보자
##되고 개 ~,마스크 고정되고 개이득~
이거 봤 이 사람들이 다 성범죄자,이거 봤어? 이 사람들이 다 성범죄자래
아 배불러 한 마리 어떻게 다?,아 배불러 치킨 한 마리 어떻게 다 먹는거야?
되게 과격함 ㅋㅋㅋㅋ 피싸개 거를 영어하면 첫 번째 문자가 P임,되게 과격함 ㅋㅋㅋㅋ 피싸개라는 거를 영어로 발음하면 첫 번째 문자가 P임
니가 있다는 건 썼 거 아님?ㅋ,니가 알고 있다는 건 썼다는 거 아님?ㅋㅋㅋ
전국적인장애 국가 아니냐?,전국적인 통신장애는 국가 비상사태 아니냐?
##이랑 생수 달려가지 않은 것만 해도 다행.,라면이랑 생수 사러 달려가지 않은 것만 해도 다행이야.
아냐 진짜 쌉,아냐 이번에 진짜 쌉가능임
흑인은이 좋,흑인은 체격이 정말 좋더라
##도 니 바라진 듯,걔네도 니 이해를 바라진 않을 듯
물론이지 내가 해봤 개꿀맛,물론이지 내가 해봤는데 진짜 개꿀맛임
##지,답답한 사람들이지
길고양이 밥,길고양이 밥 좀 주지 마세요
##머리 없으시네요,정말 인정머리 없으시네요
##없이 떠도는 고양이들이지도 않으신가요?,집없이 떠도는 고양이들이 가엽지도 않으신가요?
학살하는게 이해가 가네,축제랍시고 학살하는게 이해가 안 가네
기생,기생수가 뭔데?
우리 달에 좋아서 욕 먹었잖아,우리 지난 달에 실적 안 좋아서 욕 먹었잖아
성고 깨부셔야해,성고정관념을 깨부셔야해
너는같은 거,너는 알바같은 거 안하냐?
##을 수도 있지 그래,까먹을 수도 있지 왜 그래.
그러게 갈수록 지 하더라,그러게 갈수록 심각해 지긴 하더라
면접 보려 다니는데 사는 거야?,회사 면접 보려 다니는데 다들 이렇게 사는 거야?
,정말 부럽다.
가슴이 동양 여성 가슴보다 평균 2컵이상 크,서양 여성들 가슴이 동양 여성 가슴보다 평균 2컵이상 크데
바퀴벌레럽게 생겼다,바퀴벌레 진짜 징그럽게 생겼다
쟤네도 참 쓸데없는인다 싶다... 연예인도 아무나 하는 거,쟤네도 참 쓸데없는 걸로 까인다 싶다... 연예인도 아무나 하는 거 아니네
,스타크래프트 할래?
쟤네 자매는팬들이 욕먹이는,쟤네 자매는 극성팬들이 욕먹이는 듯?
그리고 솔직히이면 외모도 아냐,그리고 솔직히 아이돌이면 외모도 실력 아냐?
와 서 있는 여자 몸매,와 저기 서 있는 여자 몸매 진짜 좋다
뭐 해봤자 돈도 안되는 음원 걸 인지,뭐 해봤자 돈도 안되는 음원이라는 걸 인지
##는 커야 맛이 나,티비는 커야 볼 맛이 나
걸 직이 그렇게 좋냐,걸그룹 직캠 영상이 그렇게 좋냐
##하고 관계 일이잖아,그건 나하고 관계없는 일이잖아
사람 얼굴 아냐,사람 얼굴 가지고 그러는 거 아냐
너 강아지 싫어해? 왜그러냐 엄청데 니 눈엔가 안?,너 강아지 싫어해? 왜그러냐 엄청 귀여운데 니 눈엔 얘네가 안 귀여워?
내눈엔 별로 안귀여워. 나는가 도도해서 좋고던데,내눈엔 별로 안귀여워.. 나는 고양이가 도도해서 좋고 귀엽던데
맞아야 축구가 재밌음,맞아 해설이 좋아야 축구가 재밌음
아 개온다공부하지,아 잠 개온다 시험공부 어떡하지
어떡 깨고해야지,어떡하긴 잠 깨고 공부해야지
에헷 나중에 뒤에 깨줘,에헷 나중에 20분 뒤에 깨워줘
야바는 원래 이렇게,야 스크류바는 원래 이렇게 먹어
아니다 나 진짜 잘줄 수 있어,아니다 나 진짜 잘 챙겨줄 수 있어
할아버지크하고네,저 할아버지 코스크하고 계시네
하여튼 하라는 거 제대로 꼴을어,하여튼 하라는 거 제대로 지키는 꼴을 못 봤어
누군 숨기 편해서 코까지 올리는 거,누군 숨 쉬기 편해서 코까지 마스크 올리는 거겠냐고
##로 죽을 사람,화재로 죽을 뻔한 사람 맞냐
생각이 없었다나봐,결혼 생각이 딱히 없었다나봐
타이틀 하나로만 뿌듯함 얻을 수 있고 말한 것처럼 회사에서 살 있어서 구할 필요 없음 ㅋㅋ,타이틀 하나로만 뿌듯함 얻을 수 있고 말한 것처럼 회사에서 살 수 있어서 집 구할 필요 없음 ㅋㅋㅋ
그리고 말도 안 되는 시키는 이걸 그동안 다 해내 와서 못한다고도 못함ㅋ,그리고 말도 안 되는 일 시키는데 이걸 그동안 다 해내 와서 못한다고도 못함 ㅋㅋㅋ
"하긴, 때문에 자살하는.","하긴, 악플 때문에 자살하는 경우도 있으니까."
##은 자기들이 얼마나 짓을 하는지 모르지,악플러들은 자기들이 얼마나 무서운 짓을 하는지 모르지.
"야, 넌 다수의 사람들한테 먹으면 기분 좋겠","야, 넌 다수의 사람들한테 욕 먹으면 기분 좋겠냐?"
뒤에으면 안되냐,뒤에 앉으면 안되냐?
,이혼하자
##ㅋ얘 여자 많이 척 오진다,ㅋㅋㅋ얘 여자 많이 만나본 척 오진다
예전에는 바로바로 배달해 주 놈의 배달비를 받음?,예전에는 전화로 바로바로 배달해 주더니 뭔 놈의 배달비를 받음?
야 나 남소 사진 볼래? 얼굴 잘어,야 나 어제 남소 받았는데 사진 볼래? 얼굴 잘생겼어
##들은 다 치마가 짧,요즘 고등학생들은 다 치마가 짧네
확실히 코로나 헬스 사람이었어,확실히 코로나 때문에 헬스 하는 사람이 늘었어
##하는 거 진짜 가관이다ㅋ,쟤들 토론하는 거 진짜 가관이다ㅋㅋㅋ
##은 서서 그런가 저런 선수,양궁은 서서해서 그런가 저런 선수 많더라
[UNK]했네,[UNK] 다이어트 완전 성공했네
[UNK]녀였다며,[UNK] 이혼녀였다며?
아니 달고 보니한데,아니 달고 보니 오히려 어색한데
아줌마가 잘 것도 능력이야,아줌마가 잘피하는 것도 운전 능력이야
얼굴 사람 아니야,얼굴가지고 사람 판단하는거 아니야
안 땐 어떻게 하냐,잠이 안 올 땐 어떻게 해야 하냐
,죄송합니다
사람은 두 차지해서를 했네,저 사람은 두 칸 차지해서 주차를 했네
그냥 빨리 데,그냥 빨리 다른 데 찾아보자
것들은 끼리끼리을 지어줘야해,그런 것들은 끼리끼리 짝을 지어줘야해.
##냐ㅋㅋㅋ,무슨 의미냐ㅋㅋㅋ
스녀랑하는 게 목표다,난 스시녀랑 결혼하는 게 목표다
